dataset,label,obj_id,n_points
NYC,NYC,5969333,646
NYC,NYC,5969334,658
NYC,NYC,5969340,677
NYC,NYC,5969342,692
NYC,NYC,5969343,650
NYC,NYC,5969357,672
NYC,NYC,5969358,715
NYC,NYC,5969359,788
NYC,NYC,5969360,665
NYC,NYC,5969361,846
NYC,NYC,5969379,646
NYC,NYC,5969380,777
NYC,NYC,5969386,1577
NYC,NYC,5969404,652
NYC,NYC,5969405,755
NYC,NYC,5969406,646
NYC,NYC,5969408,652
NYC,NYC,5969409,643
NYC,NYC,5969413,667
NYC,NYC,5969433,822
NYC,NYC,5969434,685
NYC,NYC,5969435,768
NYC,NYC,6001709,683
NYC,NYC,6039794,692
NYC,NYC,6058408,865
NYC,NYC,6058411,649
NYC,NYC,6062339,646
NYC,NYC,6062340,649
NYC,NYC,6062341,645
NYC,NYC,6062390,728
NYC,NYC,6062391,764
NYC,NYC,6062395,734
NYC,NYC,6062398,1250
NYC,NYC,6062409,648
NYC,NYC,6062412,667
NYC,NYC,6062413,685
NYC,NYC,6062418,694
NYC,NYC,6062419,690
NYC,NYC,6070058,650
NYC,NYC,6070062,719
NYC,NYC,6070063,673
NYC,NYC,6070065,653
NYC,NYC,6109121,833
NYC,NYC,6109122,1120
NYC,NYC,6109123,1609
NYC,NYC,6109127,648
NYC,NYC,6109138,654
NYC,NYC,6122945,1999
NYC,NYC,6148084,743
NYC,NYC,6148089,1146
NYC,NYC,6148091,1439
NYC,NYC,6148098,803
NYC,NYC,6148100,665
NYC,NYC,6148102,665
NYC,NYC,6148103,649
NYC,NYC,6148104,665
NYC,NYC,6148139,707
NYC,NYC,6148140,831
NYC,NYC,6148141,2028
NYC,NYC,6148146,1692
NYC,NYC,6148156,675
NYC,NYC,6148159,840
NYC,NYC,6148206,675
NYC,NYC,6148229,647
NYC,NYC,6148250,743
NYC,NYC,6148253,704
NYC,NYC,6190355,1090
NYC,NYC,6193321,712
NYC,NYC,6193322,673
NYC,NYC,6193324,652
NYC,NYC,6193327,664
NYC,NYC,6193328,648
NYC,NYC,6193347,785
NYC,NYC,6193348,666
NYC,NYC,6193349,763
NYC,NYC,6193350,880
NYC,NYC,6193373,658
NYC,NYC,6193392,655
NYC,NYC,6193393,697
NYC,NYC,6193395,844
NYC,NYC,6193397,663
NYC,NYC,6193433,681
NYC,NYC,6193434,970
NYC,NYC,6193435,642
NYC,NYC,6193441,1147
NYC,NYC,6193474,691
NYC,NYC,6193479,658
NYC,NYC,6193485,652
NYC,NYC,6193488,1199
NYC,NYC,6193491,654
NYC,NYC,6193493,648
NYC,NYC,6193504,764
NYC,NYC,6193506,2049
NYC,NYC,6193508,652
NYC,NYC,6193509,1538
NYC,NYC,6193510,716
NYC,NYC,6193513,718
NYC,NYC,6280315,938
NYC,NYC,6344802,685
NYC,NYC,6344803,688
NYC,NYC,6344804,848
NYC,NYC,6497819,1090
NYC,NYC,6633536,846
NYC,NYC,6662742,1071
NYC,NYC,6682333,664
NYC,NYC,6682342,675
NYC,NYC,6835664,687
NYC,NYC,6835669,764
NYC,NYC,7612533,1078
NYC,NYC,7612537,654
NYC,NYC,7838616,1446
NYC,NYC,7875332,672
SF_Centre,SF Centre,10752853,615
SF_Centre,SF Centre,10752864,232
SF_Centre,SF Centre,10752951,610
SF_Centre,SF Centre,10892045,323
SF_Centre,SF Centre,10934834,242
SF_Centre,SF Centre,10934933,423
SF_Centre,SF Centre,10935081,278
SF_Centre,SF Centre,10935136,308
SF_Centre,SF Centre,10935148,237
SF_Centre,SF Centre,10935358,636
SF_Centre,SF Centre,10935638,228
SF_Centre,SF Centre,10935844,607
SF_Centre,SF Centre,10969051,601
SF_Centre,SF Centre,11058912,601
SF_Centre,SF Centre,11071635,423
SF_Centre,SF Centre,11071677,459
SF_Centre,SF Centre,11071727,411
SF_Centre,SF Centre,11071733,257
SF_Centre,SF Centre,11071965,535
SF_Centre,SF Centre,11092058,446
SF_Centre,SF Centre,11092072,247
SF_Centre,SF Centre,4300268,961
SF_Centre,SF Centre,4303167,610
SF_Centre,SF Centre,4303201,600
SF_Centre,SF Centre,4326816,606
SF_Centre,SF Centre,4453473,610
SF_Centre,SF Centre,4636267,624
SF_Centre,SF Centre,4652239,601
SF_Centre,SF Centre,4660369,640
SF_Centre,SF Centre,4748312,624
SF_Centre,SF Centre,4748313,770
SF_Centre,SF Centre,4779685,669
SF_Centre,SF Centre,4792372,609
SF_Centre,SF Centre,4793806,609
SF_Centre,SF Centre,4798549,661
SF_Centre,SF Centre,4944723,650
SF_Centre,SF Centre,4981908,251
SF_Centre,SF Centre,5084249,600
SF_Centre,SF Centre,5133027,628
SF_Centre,SF Centre,5285957,387
SF_Centre,SF Centre,5286334,342
SF_Centre,SF Centre,5395622,231
SF_Centre,SF Centre,5538668,617
SF_Centre,SF Centre,5670672,264
SF_Centre,SF Centre,5729758,253
SF_Centre,SF Centre,5763820,989
SF_Centre,SF Centre,5917923,272
SF_Centre,SF Centre,5936666,602
SF_Centre,SF Centre,6014730,219
SF_Centre,SF Centre,6051512,601
SF_Centre,SF Centre,6053686,602
SF_Centre,SF Centre,6171971,372
SF_Centre,SF Centre,6172561,239
SF_Centre,SF Centre,6357847,716
SF_Centre,SF Centre,6358495,308
SF_Centre,SF Centre,6422329,269
SF_Centre,SF Centre,6547817,320
SF_Centre,SF Centre,6547822,341
SF_Centre,SF Centre,6756778,498
SF_Centre,SF Centre,6896919,619
SF_Centre,SF Centre,6920600,225
SF_Centre,SF Centre,6922501,273
SF_Centre,SF Centre,6922622,453
SF_Centre,SF Centre,6941418,282
SF_Centre,SF Centre,6984632,617
SF_Centre,SF Centre,7555066,339
SF_Centre,SF Centre,7557391,302
SF_Centre,SF Centre,7563440,591
SF_Centre,SF Centre,7564587,242
SF_Centre,SF Centre,7583768,236
SF_Centre,SF Centre,7598344,219
SF_Centre,SF Centre,7613495,612
SF_Centre,SF Centre,7613518,285
SF_Centre,SF Centre,7613731,271
SF_Centre,SF Centre,7691124,255
SF_Centre,SF Centre,7691163,301
SF_Centre,SF Centre,7691232,601
SF_Centre,SF Centre,7691423,303
SF_Centre,SF Centre,7691435,343
SF_Centre,SF Centre,7691520,608
SF_Centre,SF Centre,7691542,368
SF_Centre,SF Centre,7691885,251
SF_Centre,SF Centre,7691909,624
SF_Centre,SF Centre,7795968,252
SF_Centre,SF Centre,7797310,601
SF_Centre,SF Centre,7799046,454
SF_Centre,SF Centre,7799135,329
SF_Centre,SF Centre,7799180,645
SF_Centre,SF Centre,7799209,525
SF_Centre,SF Centre,7799211,232
SF_Centre,SF Centre,7799420,317
SF_Centre,SF Centre,7799507,310
SF_Centre,SF Centre,7852277,247
SF_Centre,SF Centre,7852403,290
SF_Centre,SF Centre,7852411,607
SF_Centre,SF Centre,7852420,606
SF_Centre,SF Centre,7852422,216
SF_Centre,SF Centre,7852445,307
SF_Centre,SF Centre,7852451,314
SF_Centre,SF Centre,8354596,385
SF_Centre,SF Centre,10726184,476
SF_Centre,SF Centre,10752822,523
SF_Centre,SF Centre,10752829,303
SF_Centre,SF Centre,10752831,613
SF_Centre,SF Centre,10752851,250
SF_Centre,SF Centre,10752863,363
SF_Centre,SF Centre,10752883,605
SF_Centre,SF Centre,10752916,369
SF_Centre,SF Centre,10752918,237
SF_Centre,SF Centre,10752928,448
SF_Centre,SF Centre,10752934,404
SF_Centre,SF Centre,10752943,258
SF_Centre,SF Centre,10752944,262
SF_Centre,SF Centre,10752945,502
SF_Centre,SF Centre,10753031,238
SF_Centre,SF Centre,10753033,231
SF_Centre,SF Centre,10753038,240
SF_Centre,SF Centre,10753040,364
SF_Centre,SF Centre,10753076,602
SF_Centre,SF Centre,10753107,306
SF_Centre,SF Centre,10753109,309
SF_Centre,SF Centre,10753112,387
SF_Centre,SF Centre,10753151,610
SF_Centre,SF Centre,10783260,241
SF_Centre,SF Centre,10783264,605
SF_Centre,SF Centre,10783284,347
SF_Centre,SF Centre,10800340,468
SF_Centre,SF Centre,10801766,348
SF_Centre,SF Centre,10801782,341
SF_Centre,SF Centre,10810627,304
SF_Centre,SF Centre,10813341,241
SF_Centre,SF Centre,10838606,457
SF_Centre,SF Centre,10838613,315
SF_Centre,SF Centre,10845144,370
SF_Centre,SF Centre,10845161,343
SF_Centre,SF Centre,10845168,318
SF_Centre,SF Centre,10845180,611
SF_Centre,SF Centre,10845238,256
SF_Centre,SF Centre,10845248,270
SF_Centre,SF Centre,10845249,478
SF_Centre,SF Centre,10845251,273
SF_Centre,SF Centre,10875747,345
SF_Centre,SF Centre,10890267,619
SF_Centre,SF Centre,10892058,339
SF_Centre,SF Centre,10895131,329
SF_Centre,SF Centre,10895156,360
SF_Centre,SF Centre,10904673,602
SF_Centre,SF Centre,10922100,246
SF_Centre,SF Centre,10922103,224
SF_Centre,SF Centre,10934830,522
SF_Centre,SF Centre,10934837,477
SF_Centre,SF Centre,10934840,264
SF_Centre,SF Centre,10934848,531
SF_Centre,SF Centre,10934855,601
SF_Centre,SF Centre,10934869,329
SF_Centre,SF Centre,10934872,347
SF_Centre,SF Centre,10934880,601
SF_Centre,SF Centre,10934935,605
SF_Centre,SF Centre,10934944,303
SF_Centre,SF Centre,10934962,231
SF_Centre,SF Centre,10934973,263
SF_Centre,SF Centre,10934975,455
SF_Centre,SF Centre,10934979,601
SF_Centre,SF Centre,10935000,230
SF_Centre,SF Centre,10935001,421
SF_Centre,SF Centre,10935033,260
SF_Centre,SF Centre,10935040,414
SF_Centre,SF Centre,10935041,271
SF_Centre,SF Centre,10935051,314
SF_Centre,SF Centre,10935052,232
SF_Centre,SF Centre,10935056,308
SF_Centre,SF Centre,10935062,254
SF_Centre,SF Centre,10935068,430
SF_Centre,SF Centre,10935078,237
SF_Centre,SF Centre,10935079,252
SF_Centre,SF Centre,10935084,461
SF_Centre,SF Centre,10935088,229
SF_Centre,SF Centre,10935089,372
SF_Centre,SF Centre,10935093,391
SF_Centre,SF Centre,10935096,606
SF_Centre,SF Centre,10935103,316
SF_Centre,SF Centre,10935110,539
SF_Centre,SF Centre,10935112,442
SF_Centre,SF Centre,10935115,349
SF_Centre,SF Centre,10935124,298
SF_Centre,SF Centre,10935131,418
SF_Centre,SF Centre,10935137,420
SF_Centre,SF Centre,10935145,256
SF_Centre,SF Centre,10935150,286
SF_Centre,SF Centre,10935156,603
SF_Centre,SF Centre,10935158,416
SF_Centre,SF Centre,10935166,368
SF_Centre,SF Centre,10935167,434
SF_Centre,SF Centre,10935186,255
SF_Centre,SF Centre,10935206,600
SF_Centre,SF Centre,10935300,326
SF_Centre,SF Centre,10935306,258
SF_Centre,SF Centre,10935312,284
SF_Centre,SF Centre,10935324,255
SF_Centre,SF Centre,10935326,359
SF_Centre,SF Centre,10935344,223
SF_Centre,SF Centre,10935348,340
SF_Centre,SF Centre,10935350,581
SF_Centre,SF Centre,10935361,230
SF_Centre,SF Centre,10935373,220
SF_Centre,SF Centre,10935380,634
SF_Centre,SF Centre,10935420,249
SF_Centre,SF Centre,10935439,611
SF_Centre,SF Centre,10935491,600
SF_Centre,SF Centre,10935520,234
SF_Centre,SF Centre,10935531,600
SF_Centre,SF Centre,10935615,432
SF_Centre,SF Centre,10935619,220
SF_Centre,SF Centre,10935624,382
SF_Centre,SF Centre,10935627,417
SF_Centre,SF Centre,10935629,418
SF_Centre,SF Centre,10935631,397
SF_Centre,SF Centre,10935639,619
SF_Centre,SF Centre,10969040,233
SF_Centre,SF Centre,10974278,291
SF_Centre,SF Centre,10974288,455
SF_Centre,SF Centre,10974309,601
SF_Centre,SF Centre,10983346,335
SF_Centre,SF Centre,10983349,234
SF_Centre,SF Centre,10983353,601
SF_Centre,SF Centre,10983376,535
SF_Centre,SF Centre,10991346,261
SF_Centre,SF Centre,10991354,357
SF_Centre,SF Centre,10997014,317
SF_Centre,SF Centre,10997036,218
SF_Centre,SF Centre,10997104,312
SF_Centre,SF Centre,11008410,267
SF_Centre,SF Centre,11011629,265
SF_Centre,SF Centre,11011631,337
SF_Centre,SF Centre,11011640,285
SF_Centre,SF Centre,11011641,250
SF_Centre,SF Centre,11011645,438
SF_Centre,SF Centre,11014346,602
SF_Centre,SF Centre,11031595,218
SF_Centre,SF Centre,11031602,601
SF_Centre,SF Centre,11053174,502
SF_Centre,SF Centre,11059062,608
SF_Centre,SF Centre,11064961,353
SF_Centre,SF Centre,11067376,273
SF_Centre,SF Centre,11067379,218
SF_Centre,SF Centre,11067404,237
SF_Centre,SF Centre,11067407,245
SF_Centre,SF Centre,11071553,353
SF_Centre,SF Centre,11071557,505
SF_Centre,SF Centre,11071567,485
SF_Centre,SF Centre,11071569,616
SF_Centre,SF Centre,11071580,272
SF_Centre,SF Centre,11071582,405
SF_Centre,SF Centre,11071583,504
SF_Centre,SF Centre,11071588,245
SF_Centre,SF Centre,11071592,329
SF_Centre,SF Centre,11071599,229
SF_Centre,SF Centre,11071603,601
SF_Centre,SF Centre,11071621,409
SF_Centre,SF Centre,11071623,225
SF_Centre,SF Centre,11071626,495
SF_Centre,SF Centre,11071630,374
SF_Centre,SF Centre,11071631,261
SF_Centre,SF Centre,11071643,232
SF_Centre,SF Centre,11071644,463
SF_Centre,SF Centre,11071649,284
SF_Centre,SF Centre,11071652,222
SF_Centre,SF Centre,11071659,253
SF_Centre,SF Centre,11071678,275
SF_Centre,SF Centre,11071690,522
SF_Centre,SF Centre,11071696,387
SF_Centre,SF Centre,11071697,323
SF_Centre,SF Centre,11071703,305
SF_Centre,SF Centre,11071720,223
SF_Centre,SF Centre,11071721,241
SF_Centre,SF Centre,11071725,402
SF_Centre,SF Centre,11071737,304
SF_Centre,SF Centre,11071739,350
SF_Centre,SF Centre,11071742,220
SF_Centre,SF Centre,11071755,262
SF_Centre,SF Centre,11071780,270
SF_Centre,SF Centre,11071785,448
SF_Centre,SF Centre,11071788,239
SF_Centre,SF Centre,11071789,616
SF_Centre,SF Centre,11071797,263
SF_Centre,SF Centre,11071812,228
SF_Centre,SF Centre,11071818,294
SF_Centre,SF Centre,11071834,272
SF_Centre,SF Centre,11071839,250
SF_Centre,SF Centre,11071845,260
SF_Centre,SF Centre,11071854,537
SF_Centre,SF Centre,11071876,485
SF_Centre,SF Centre,11071879,238
SF_Centre,SF Centre,11071882,304
SF_Centre,SF Centre,11071887,369
SF_Centre,SF Centre,11071895,310
SF_Centre,SF Centre,11071897,504
SF_Centre,SF Centre,11071945,232
SF_Centre,SF Centre,11071961,265
SF_Centre,SF Centre,11071964,223
SF_Centre,SF Centre,11071969,357
SF_Centre,SF Centre,11071971,484
SF_Centre,SF Centre,11071972,311
SF_Centre,SF Centre,11072008,398
SF_Centre,SF Centre,11072010,334
SF_Centre,SF Centre,11072024,256
SF_Centre,SF Centre,11072025,260
SF_Centre,SF Centre,11092063,240
SF_Centre,SF Centre,11119265,449
SF_Centre,SF Centre,4187808,808
SF_Centre,SF Centre,4290410,632
SF_Centre,SF Centre,4299979,659
SF_Centre,SF Centre,4300317,619
SF_Centre,SF Centre,4300340,634
SF_Centre,SF Centre,4300357,600
SF_Centre,SF Centre,4303765,607
SF_Centre,SF Centre,4303777,386
SF_Centre,SF Centre,4310411,606
SF_Centre,SF Centre,4326839,626
SF_Centre,SF Centre,4327101,601
SF_Centre,SF Centre,4341077,606
SF_Centre,SF Centre,4346545,634
SF_Centre,SF Centre,4346546,274
SF_Centre,SF Centre,4346547,725
SF_Centre,SF Centre,4414520,314
SF_Centre,SF Centre,4414521,623
SF_Centre,SF Centre,4414522,608
SF_Centre,SF Centre,4414548,624
SF_Centre,SF Centre,4414550,636
SF_Centre,SF Centre,4414568,600
SF_Centre,SF Centre,4414569,512
SF_Centre,SF Centre,4416761,611
SF_Centre,SF Centre,4416765,604
SF_Centre,SF Centre,4438881,605
SF_Centre,SF Centre,4439609,655
SF_Centre,SF Centre,4439623,620
SF_Centre,SF Centre,4449724,610
SF_Centre,SF Centre,4449898,601
SF_Centre,SF Centre,4461475,660
SF_Centre,SF Centre,4513694,601
SF_Centre,SF Centre,4513699,624
SF_Centre,SF Centre,4540238,610
SF_Centre,SF Centre,4540240,610
SF_Centre,SF Centre,4544293,601
SF_Centre,SF Centre,4544295,624
SF_Centre,SF Centre,4544297,604
SF_Centre,SF Centre,4544298,671
SF_Centre,SF Centre,4544300,802
SF_Centre,SF Centre,4544302,637
SF_Centre,SF Centre,4569820,691
SF_Centre,SF Centre,4570372,601
SF_Centre,SF Centre,4570399,633
SF_Centre,SF Centre,4578242,317
SF_Centre,SF Centre,4578280,639
SF_Centre,SF Centre,4579167,601
SF_Centre,SF Centre,4583661,636
SF_Centre,SF Centre,4602265,600
SF_Centre,SF Centre,4602302,670
SF_Centre,SF Centre,4602328,601
SF_Centre,SF Centre,4602699,601
SF_Centre,SF Centre,4602783,606
SF_Centre,SF Centre,4602813,633
SF_Centre,SF Centre,4609446,621
SF_Centre,SF Centre,4612368,647
SF_Centre,SF Centre,4612370,626
SF_Centre,SF Centre,4612371,628
SF_Centre,SF Centre,4624382,651
SF_Centre,SF Centre,4624408,601
SF_Centre,SF Centre,4636254,601
SF_Centre,SF Centre,4636263,432
SF_Centre,SF Centre,4636270,609
SF_Centre,SF Centre,4653679,615
SF_Centre,SF Centre,4653845,1056
SF_Centre,SF Centre,4653846,612
SF_Centre,SF Centre,4653867,635
SF_Centre,SF Centre,4653868,604
SF_Centre,SF Centre,4653869,859
SF_Centre,SF Centre,4653872,610
SF_Centre,SF Centre,4658533,623
SF_Centre,SF Centre,4658842,665
SF_Centre,SF Centre,4659622,635
SF_Centre,SF Centre,4659669,632
SF_Centre,SF Centre,4660330,635
SF_Centre,SF Centre,4664734,611
SF_Centre,SF Centre,4676351,608
SF_Centre,SF Centre,4676352,633
SF_Centre,SF Centre,4676354,636
SF_Centre,SF Centre,4691531,601
SF_Centre,SF Centre,4691532,426
SF_Centre,SF Centre,4691533,412
SF_Centre,SF Centre,4691538,619
SF_Centre,SF Centre,4691542,601
SF_Centre,SF Centre,4691546,993
SF_Centre,SF Centre,4723951,667
SF_Centre,SF Centre,4723952,601
SF_Centre,SF Centre,4727990,372
SF_Centre,SF Centre,4727993,724
SF_Centre,SF Centre,4727994,846
SF_Centre,SF Centre,4728036,626
SF_Centre,SF Centre,4728037,619
SF_Centre,SF Centre,4728038,635
SF_Centre,SF Centre,4748673,389
SF_Centre,SF Centre,4753939,602
SF_Centre,SF Centre,4763055,700
SF_Centre,SF Centre,4778243,606
SF_Centre,SF Centre,4778269,601
SF_Centre,SF Centre,4778293,621
SF_Centre,SF Centre,4778319,628
SF_Centre,SF Centre,4778591,218
SF_Centre,SF Centre,4778638,624
SF_Centre,SF Centre,4780187,601
SF_Centre,SF Centre,4780232,601
SF_Centre,SF Centre,4780715,607
SF_Centre,SF Centre,4780834,601
SF_Centre,SF Centre,4781226,601
SF_Centre,SF Centre,4792394,656
SF_Centre,SF Centre,4792704,232
SF_Centre,SF Centre,4792739,619
SF_Centre,SF Centre,4793104,694
SF_Centre,SF Centre,4793706,656
SF_Centre,SF Centre,4793827,338
SF_Centre,SF Centre,4794401,601
SF_Centre,SF Centre,4794402,645
SF_Centre,SF Centre,4794403,457
SF_Centre,SF Centre,4794404,634
SF_Centre,SF Centre,4794405,632
SF_Centre,SF Centre,4796849,641
SF_Centre,SF Centre,4796850,603
SF_Centre,SF Centre,4797193,626
SF_Centre,SF Centre,4797233,626
SF_Centre,SF Centre,4798547,651
SF_Centre,SF Centre,4798548,616
SF_Centre,SF Centre,4798550,612
SF_Centre,SF Centre,4821362,631
SF_Centre,SF Centre,4821374,601
SF_Centre,SF Centre,4821382,638
SF_Centre,SF Centre,4821398,365
SF_Centre,SF Centre,4903540,833
SF_Centre,SF Centre,4904106,611
SF_Centre,SF Centre,4904108,630
SF_Centre,SF Centre,4904109,1757
SF_Centre,SF Centre,4904110,618
SF_Centre,SF Centre,4940317,236
SF_Centre,SF Centre,4944725,662
SF_Centre,SF Centre,4944726,601
SF_Centre,SF Centre,4944727,614
SF_Centre,SF Centre,4944728,816
SF_Centre,SF Centre,4944729,737
SF_Centre,SF Centre,4980424,227
SF_Centre,SF Centre,4981907,278
SF_Centre,SF Centre,4994253,256
SF_Centre,SF Centre,5036696,604
SF_Centre,SF Centre,5046783,604
SF_Centre,SF Centre,5100078,234
SF_Centre,SF Centre,5100870,240
SF_Centre,SF Centre,5100942,423
SF_Centre,SF Centre,5105614,273
SF_Centre,SF Centre,5106657,601
SF_Centre,SF Centre,5131092,314
SF_Centre,SF Centre,5131093,357
SF_Centre,SF Centre,5131096,217
SF_Centre,SF Centre,5131098,223
SF_Centre,SF Centre,5132939,252
SF_Centre,SF Centre,5133019,812
SF_Centre,SF Centre,5133020,617
SF_Centre,SF Centre,5133023,541
SF_Centre,SF Centre,5133024,655
SF_Centre,SF Centre,5133029,633
SF_Centre,SF Centre,5133032,622
SF_Centre,SF Centre,5133412,233
SF_Centre,SF Centre,5144919,271
SF_Centre,SF Centre,5144921,319
SF_Centre,SF Centre,5148162,665
SF_Centre,SF Centre,5148205,636
SF_Centre,SF Centre,5154362,601
SF_Centre,SF Centre,5154922,299
SF_Centre,SF Centre,5161893,240
SF_Centre,SF Centre,5161901,222
SF_Centre,SF Centre,5206444,601
SF_Centre,SF Centre,5206548,377
SF_Centre,SF Centre,5236478,602
SF_Centre,SF Centre,5236480,725
SF_Centre,SF Centre,5236481,624
SF_Centre,SF Centre,5254865,600
SF_Centre,SF Centre,5307399,219
SF_Centre,SF Centre,5307768,341
SF_Centre,SF Centre,5308025,228
SF_Centre,SF Centre,5308270,305
SF_Centre,SF Centre,5308276,601
SF_Centre,SF Centre,5333236,795
SF_Centre,SF Centre,5340170,277
SF_Centre,SF Centre,5361792,226
SF_Centre,SF Centre,5404870,316
SF_Centre,SF Centre,5419535,343
SF_Centre,SF Centre,5432266,248
SF_Centre,SF Centre,5439071,296
SF_Centre,SF Centre,5482202,612
SF_Centre,SF Centre,5482203,654
SF_Centre,SF Centre,5482204,643
SF_Centre,SF Centre,5501163,607
SF_Centre,SF Centre,5505070,357
SF_Centre,SF Centre,5505076,602
SF_Centre,SF Centre,5505078,315
SF_Centre,SF Centre,5516296,259
SF_Centre,SF Centre,5516300,217
SF_Centre,SF Centre,5516301,463
SF_Centre,SF Centre,5516304,605
SF_Centre,SF Centre,5521840,319
SF_Centre,SF Centre,5521849,238
SF_Centre,SF Centre,5526061,624
SF_Centre,SF Centre,5532181,601
SF_Centre,SF Centre,5532184,647
SF_Centre,SF Centre,5532185,627
SF_Centre,SF Centre,5552217,449
SF_Centre,SF Centre,5564671,268
SF_Centre,SF Centre,5564675,557
SF_Centre,SF Centre,5618575,260
SF_Centre,SF Centre,5618577,242
SF_Centre,SF Centre,5626759,630
SF_Centre,SF Centre,5626760,633
SF_Centre,SF Centre,5626761,291
SF_Centre,SF Centre,5626762,357
SF_Centre,SF Centre,5626763,754
SF_Centre,SF Centre,5628725,346
SF_Centre,SF Centre,5628732,610
SF_Centre,SF Centre,5637507,658
SF_Centre,SF Centre,5648322,244
SF_Centre,SF Centre,5648331,240
SF_Centre,SF Centre,5650481,278
SF_Centre,SF Centre,5661172,221
SF_Centre,SF Centre,5661178,250
SF_Centre,SF Centre,5661180,300
SF_Centre,SF Centre,5661193,263
SF_Centre,SF Centre,5687615,260
SF_Centre,SF Centre,5687625,677
SF_Centre,SF Centre,5708650,296
SF_Centre,SF Centre,5709358,611
SF_Centre,SF Centre,5721902,600
SF_Centre,SF Centre,5727162,608
SF_Centre,SF Centre,5727163,604
SF_Centre,SF Centre,5729785,319
SF_Centre,SF Centre,5752151,288
SF_Centre,SF Centre,5752152,256
SF_Centre,SF Centre,5752156,604
SF_Centre,SF Centre,5755642,1173
SF_Centre,SF Centre,5755643,806
SF_Centre,SF Centre,5755645,602
SF_Centre,SF Centre,5763817,600
SF_Centre,SF Centre,5763819,614
SF_Centre,SF Centre,5763823,652
SF_Centre,SF Centre,5763824,707
SF_Centre,SF Centre,5766232,523
SF_Centre,SF Centre,5766234,283
SF_Centre,SF Centre,5776453,600
SF_Centre,SF Centre,5812416,457
SF_Centre,SF Centre,5812419,601
SF_Centre,SF Centre,5812420,372
SF_Centre,SF Centre,5812423,527
SF_Centre,SF Centre,5823100,274
SF_Centre,SF Centre,5823139,505
SF_Centre,SF Centre,5823140,237
SF_Centre,SF Centre,5823141,601
SF_Centre,SF Centre,5824835,362
SF_Centre,SF Centre,5824920,624
SF_Centre,SF Centre,5835056,285
SF_Centre,SF Centre,5835068,239
SF_Centre,SF Centre,5902735,326
SF_Centre,SF Centre,5917922,348
SF_Centre,SF Centre,5935430,222
SF_Centre,SF Centre,5936740,315
SF_Centre,SF Centre,5936871,607
SF_Centre,SF Centre,5958729,434
SF_Centre,SF Centre,5958730,882
SF_Centre,SF Centre,5961516,377
SF_Centre,SF Centre,5961517,265
SF_Centre,SF Centre,5961520,605
SF_Centre,SF Centre,5992844,345
SF_Centre,SF Centre,5992857,217
SF_Centre,SF Centre,5992858,275
SF_Centre,SF Centre,5992865,622
SF_Centre,SF Centre,5992875,614
SF_Centre,SF Centre,5992968,387
SF_Centre,SF Centre,5993956,438
SF_Centre,SF Centre,5998241,623
SF_Centre,SF Centre,6003565,261
SF_Centre,SF Centre,6003567,252
SF_Centre,SF Centre,6003576,601
SF_Centre,SF Centre,6010679,418
SF_Centre,SF Centre,6010681,255
SF_Centre,SF Centre,6010685,616
SF_Centre,SF Centre,6022396,624
SF_Centre,SF Centre,6051511,320
SF_Centre,SF Centre,6076203,246
SF_Centre,SF Centre,6076207,600
SF_Centre,SF Centre,6120044,325
SF_Centre,SF Centre,6120046,601
SF_Centre,SF Centre,6129297,245
SF_Centre,SF Centre,6129300,219
SF_Centre,SF Centre,6129303,451
SF_Centre,SF Centre,6129314,601
SF_Centre,SF Centre,6129830,437
SF_Centre,SF Centre,6129836,377
SF_Centre,SF Centre,6129840,610
SF_Centre,SF Centre,6172614,252
SF_Centre,SF Centre,6172887,498
SF_Centre,SF Centre,6185926,604
SF_Centre,SF Centre,6187190,286
SF_Centre,SF Centre,6187193,305
SF_Centre,SF Centre,6187195,601
SF_Centre,SF Centre,6187570,601
SF_Centre,SF Centre,6217069,601
SF_Centre,SF Centre,6238692,601
SF_Centre,SF Centre,6250378,241
SF_Centre,SF Centre,6250381,308
SF_Centre,SF Centre,6250386,271
SF_Centre,SF Centre,6262591,264
SF_Centre,SF Centre,6262624,561
SF_Centre,SF Centre,6312271,216
SF_Centre,SF Centre,6312274,596
SF_Centre,SF Centre,6357844,608
SF_Centre,SF Centre,6358496,220
SF_Centre,SF Centre,6358498,344
SF_Centre,SF Centre,6364150,607
SF_Centre,SF Centre,6364568,601
SF_Centre,SF Centre,6382321,355
SF_Centre,SF Centre,6382336,355
SF_Centre,SF Centre,6382338,237
SF_Centre,SF Centre,6415065,605
SF_Centre,SF Centre,6422291,231
SF_Centre,SF Centre,6422300,601
SF_Centre,SF Centre,6422331,230
SF_Centre,SF Centre,6422342,380
SF_Centre,SF Centre,6422363,606
SF_Centre,SF Centre,6444144,228
SF_Centre,SF Centre,6479634,601
SF_Centre,SF Centre,6496787,661
SF_Centre,SF Centre,6537589,347
SF_Centre,SF Centre,6537603,285
SF_Centre,SF Centre,6537604,377
SF_Centre,SF Centre,6537613,601
SF_Centre,SF Centre,6547774,262
SF_Centre,SF Centre,6547776,230
SF_Centre,SF Centre,6547825,601
SF_Centre,SF Centre,6549363,309
SF_Centre,SF Centre,6550029,297
SF_Centre,SF Centre,6550144,601
SF_Centre,SF Centre,6561789,624
SF_Centre,SF Centre,6561790,601
SF_Centre,SF Centre,6561791,601
SF_Centre,SF Centre,6561792,536
SF_Centre,SF Centre,6561795,617
SF_Centre,SF Centre,6614190,608
