dataset,obj_id,lat,lon
NYC,4705097,40.749970667272706,-73.98814371272726
NYC,4705097,40.74957712439024,-73.98752937560975
NYC,4705097,40.754927854411754,-73.98819264558817
NYC,4705097,40.754317324999995,-73.99280962727273
NYC,4724133,40.71385200454545,-73.99322823863635
NYC,4724133,40.71431351666667,-73.99016197291667
NYC,4724133,40.71544688787879,-73.98978004848483
NYC,4724133,40.71835671549295,-73.9882636056338
NYC,4749525,40.725353427972024,-73.98401660244754
NYC,4749525,40.726855501102946,-73.98367509375001
NYC,4754626,40.752715370270266,-73.99660507297297
NYC,4754626,40.75239885348838,-73.99706221860467
NYC,4754626,40.742389512442415,-74.00060913041473
NYC,4754626,40.74322184710146,-74.00002829299517
NYC,4754956,40.722568227717396,-73.98895733152173
NYC,4754956,40.71849156395349,-73.99085231744188
NYC,4754956,40.7144945375,-73.99283827946428
NYC,4754956,40.7075805837838,-74.00395723783784
NYC,4775763,40.77267436505375,-73.99233995602151
NYC,4775763,40.76838073928572,-73.99240891517856
NYC,4775763,40.767308057142856,-73.99030106857143
NYC,4775763,40.76610063035714,-73.98734996071427
NYC,4775763,40.76439899142857,-73.98334012571428
NYC,4785421,40.726572483870974,-73.9832120064516
NYC,4785421,40.72438200447761,-73.98297522462686
NYC,4785421,40.72817350289018,-73.984798816763
NYC,4785421,40.728738259523816,-73.98786671071427
NYC,4789937,40.75329345454545,-73.97996096969696
NYC,4789937,40.75013668113207,-73.97294435094341
NYC,4789937,40.745516099999996,-73.97072100000001
NYC,4789937,40.74518678125,-73.97462100937499
NYC,4792515,40.7578943122449,-73.9893263142857
NYC,4792515,40.75850091858975,-73.99012013333332
NYC,4792515,40.75887909191919,-73.99158579191918
NYC,4792515,40.75906077898551,-73.99209264347832
NYC,4792515,40.75853397642856,-73.99249881071431
NYC,4792515,40.758060348571426,-73.99284140571429
NYC,4811115,40.71691519416666,-73.998140735
NYC,4811115,40.6964418323077,-73.98481341230769
NYC,4811115,40.694351511428565,-73.98371979714285
NYC,4824328,40.76260672634729,-73.9834015287425
NYC,4824328,40.76094947428571,-73.98430553809523
NYC,4824328,40.76115839016392,-73.98526675245901
NYC,4861227,40.72245421578948,-73.98731825263158
NYC,4861227,40.72225791410257,-73.98676922916668
NYC,4861227,40.71905574339622,-73.98798444339621
NYC,4861227,40.71948160520833,-73.99103714479166
NYC,4861227,40.719916882812484,-73.99247159531252
NYC,4861227,40.72028592592593,-73.99368956666666
NYC,4861687,40.722210116923065,-73.98613578384614
NYC,4861687,40.72286470362318,-73.98824043913046
NYC,4861687,40.724083042187516,-73.99238793124998
NYC,4861687,40.720529233,-73.99377795599999
NYC,4861687,40.720755849999996,-73.99753105909092
NYC,4861687,40.72126202941176,-73.99871880882353
NYC,4861687,40.721595300000004,-73.99934207399997
NYC,4862222,40.69642414726027,-73.98877873972604
NYC,4862222,40.69609142592593,-73.98731586481482
NYC,4862222,40.69599932456141,-73.98486862368422
NYC,4862380,40.72762660104165,-73.99403495937499
NYC,4862380,40.72462775,-73.99847023809524
NYC,4865550,40.75841406938776,-73.99661601836732
NYC,4865550,40.758451580952375,-73.99283696904763
NYC,4865550,40.75603651320756,-73.98714205094339
NYC,4865550,40.75488734772727,-73.98431921590908
NYC,4865550,40.74502714027776,-73.97164514166666
NYC,4865558,40.760237184375,-73.96172220937498
NYC,4865558,40.75069452058824,-73.97444582058826
NYC,4865558,40.75302998048782,-73.97887989512195
NYC,4865558,40.754772071794875,-73.98398168717947
NYC,4912927,40.78002017777778,-73.94712504722223
NYC,4915833,40.741796646590906,-73.98900611022728
NYC,4915833,40.73800831014493,-73.98123334057969
NYC,4915833,40.732975394871794,-73.97452997435896
NYC,4940890,40.741983295833336,-73.99647009687503
NYC,4940890,40.74126746666666,-73.99440487894738
NYC,5244934,40.76238344878048,-73.99803805365852
NYC,5244934,40.76025444500001,-73.99292378
NYC,5244934,40.75995417266665,-73.99234880333331
NYC,5244934,40.75980287159092,-73.99203780681817
NYC,5244934,40.759681163636365,-73.99157893896101
NYC,5244934,40.75949482195122,-73.9913427902439
NYC,5351422,40.73243963484848,-74.00348060909093
NYC,5351422,40.730880286363636,-74.0043024981818
NYC,5351422,40.72931665652174,-74.00518907608694
NYC,5477477,40.70993899767442,-73.99145585930233
NYC,5477477,40.712974512244905,-73.992375222449
NYC,5499001,40.75173754999999,-73.96757835263158
NYC,5503058,40.742652844067806,-73.97849926271188
NYC,5503058,40.74751396774194,-73.97097766451613
NYC,5503058,40.74832390909092,-73.97453081515155
NYC,5503058,40.74847714761904,-73.97494521190474
NYC,5503058,40.74887172249999,-73.9747486175
NYC,5503168,40.7569627,-73.97429337
