trajectory,eps_m,t_s,min_samples,n_points,step_n_stops,step_n_moves,step_mean_stop_s,step_mean_move_pts,step_wall_s,step_wall_p25_s,step_wall_p75_s,stss_n_stops,stss_n_moves,stss_mean_stop_s,stss_mean_move_pts,stss_wall_s,stss_wall_p25_s,stss_wall_p75_s,f1,precision,recall,matched_iou_mean
7564587,10.0,10.0,5,242,3,3,26.0,53.666666666666664,0.0014651,0.0014575,0.0014967000000000001,4,4,16.75,42.75,0.07178314999999999,0.071384775,0.072181525,0.5714285714285715,0.6666666666666666,0.5,0.90625
7583768,10.0,10.0,5,236,3,3,27.666666666666668,50.0,0.0015563,0.0015314,0.001821,5,3,14.4,53.0,0.07241355000000001,0.071431125,0.07339597499999999,0.5,0.6666666666666666,0.4,0.7189542483660131
7598344,10.0,10.0,5,219,2,3,13.5,63.333333333333336,0.0010331,0.0010205,0.0010683,2,3,20.0,59.0,0.0410248,0.04043999999999999,0.041609600000000004,1.0,1.0,1.0,0.7
7613495,10.0,10.0,5,612,6,7,23.166666666666668,66.71428571428571,0.0040898,0.004023,0.0041994,8,9,19.875,49.44444444444444,0.21810895000000002,0.218076325,0.21814157500000003,0.7142857142857143,0.8333333333333334,0.625,0.691915491915492
7613518,10.0,10.0,5,285,4,4,27.75,42.5,0.0019381,0.0018852,0.0026658000000000003,6,6,14.666666666666666,31.833333333333332,0.09288399999999998,0.0925035,0.0932645,0.2,0.25,0.16666666666666666,0.9411764705882353
7613731,10.0,10.0,5,271,3,3,25.666666666666668,63.666666666666664,0.001615,0.0015960999999999998,0.001629,4,4,18.75,48.0,0.06767145,0.06652552499999999,0.068817375,0.8571428571428571,1.0,0.75,0.8106069870775753
7691124,10.0,10.0,5,255,4,4,26.5,36.25,0.0018047,0.0017013,0.0022502,5,4,14.6,44.25,0.0969914,0.09682245000000002,0.09716034999999999,0.22222222222222224,0.25,0.2,1.0
7691163,10.0,10.0,5,301,7,7,22.285714285714285,19.714285714285715,0.0021754,0.0021356,0.0022364,7,7,20.0,22.0,0.10745975,0.10709512499999999,0.10782437500000001,1.0,1.0,1.0,0.8336996336996337
7691232,10.0,10.0,5,601,1,1,16.0,584.0,0.0020851,0.0020524000000000002,0.0025348000000000002,1,1,18.0,582.0,0.019845749999999995,0.019771725000000004,0.019919774999999997,1.0,1.0,1.0,0.8888888888888888
7691423,10.0,10.0,5,303,3,3,26.0,74.0,0.0016892,0.0016830999999999999,0.0017135000000000002,6,5,17.5,38.4,0.0716531,0.07125245,0.07205375,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.7508417508417509
7691435,10.0,10.0,5,343,3,3,13.666666666666666,99.66666666666667,0.0014374000000000001,0.0014260999999999998,0.0014483000000000002,3,3,14.666666666666666,98.66666666666667,0.037566050000000004,0.037498925,0.037633175000000005,1.0,1.0,1.0,0.9301587301587301
