eps_m,t_s,min_samples,n_trajectories,n_points_mean,n_points_median,n_points_std,n_points_min,n_points_max,step_n_stops_mean,step_n_stops_median,step_n_stops_std,step_n_stops_min,step_n_stops_max,step_n_moves_mean,step_n_moves_median,step_n_moves_std,step_n_moves_min,step_n_moves_max,step_mean_stop_s_mean,step_mean_stop_s_median,step_mean_stop_s_std,step_mean_stop_s_min,step_mean_stop_s_max,step_mean_move_pts_mean,step_mean_move_pts_median,step_mean_move_pts_std,step_mean_move_pts_min,step_mean_move_pts_max,step_wall_s_mean,step_wall_s_median,step_wall_s_std,step_wall_s_min,step_wall_s_max,step_wall_p25_s_mean,step_wall_p25_s_median,step_wall_p25_s_std,step_wall_p25_s_min,step_wall_p25_s_max,step_wall_p75_s_mean,step_wall_p75_s_median,step_wall_p75_s_std,step_wall_p75_s_min,step_wall_p75_s_max,stss_n_stops_mean,stss_n_stops_median,stss_n_stops_std,stss_n_stops_min,stss_n_stops_max,stss_n_moves_mean,stss_n_moves_median,stss_n_moves_std,stss_n_moves_min,stss_n_moves_max,stss_mean_stop_s_mean,stss_mean_stop_s_median,stss_mean_stop_s_std,stss_mean_stop_s_min,stss_mean_stop_s_max,stss_mean_move_pts_mean,stss_mean_move_pts_median,stss_mean_move_pts_std,stss_mean_move_pts_min,stss_mean_move_pts_max,stss_wall_s_mean,stss_wall_s_median,stss_wall_s_std,stss_wall_s_min,stss_wall_s_max,stss_wall_p25_s_mean,stss_wall_p25_s_median,stss_wall_p25_s_std,stss_wall_p25_s_min,stss_wall_p25_s_max,stss_wall_p75_s_mean,stss_wall_p75_s_median,stss_wall_p75_s_std,stss_wall_p75_s_min,stss_wall_p75_s_max,f1_mean,f1_median,f1_std,f1_min,f1_max,precision_mean,precision_median,precision_std,precision_min,precision_max,recall_mean,recall_median,recall_std,recall_min,recall_max,matched_iou_mean_mean,matched_iou_mean_median,matched_iou_mean_std,matched_iou_mean_min,matched_iou_mean_max,passes_plan_heuristic,step_ms_per_point_median
50.0,30.0,15,100,443.41,399.0,181.22055845869366,216.0,989.0,2.06,2.0,1.8467552762900261,0.0,7.0,2.67,2.0,1.717732825734567,1.0,8.0,48.57395238095238,44.375,38.84653244157544,0.0,211.0,176.52224999999999,119.25,165.10068445805297,1.0,617.0,0.00705834,0.00527015,0.006991858597343951,0.0015451,0.0491242,0.006663988,0.00485545,0.0066548521825182325,0.00153,0.0443366,0.007511272,0.00590525,0.007149342419278641,0.0015495,0.0493393,3.08,3.0,2.0728158761852575,0.0,10.0,3.56,3.0,1.9033198004082925,1.0,10.0,39.89664682539683,40.0,15.356814411750562,0.0,127.4,115.48051190476191,85.05,96.5667683104978,22.9,601.0,0.213323191,0.169177675,0.15016932357696813,0.010673,0.8302181000000001,0.206988136,0.16545798750000001,0.14045032340404737,0.010622399999999999,0.70397185,0.219658246,0.17283951250000001,0.16066946891366465,0.0107236,0.9564643500000002,0.48185396646696954,0.5,0.36321509495115745,0.0,1.0,0.5755889724310777,0.6666666666666666,0.42030757903640886,0.0,1.0,0.4481328320802005,0.5,0.3660718364192248,0.0,1.0,0.5956381389817347,0.8194444444444444,0.3950202125916438,0.0,0.9807692307692307,0,0.013208395989974938
50.0,15.0,8,100,443.41,399.0,181.22055845869366,216.0,989.0,4.46,4.0,2.698372124302377,0.0,11.0,4.34,4.0,2.499373658913106,0.0,11.0,49.76575,37.77142857142857,40.68876980087807,0.0,263.0,83.13807936507936,42.75,106.36766761563217,0.0,610.0,0.007801453,0.00562425,0.007061253762518225,0.0018507,0.0431464,0.007312477,0.005225499999999999,0.006901755381512252,0.0017831,0.0430195,0.008290238,0.006028549999999999,0.007253132848440547,0.0018834,0.0450511,8.23,7.0,3.7520499447473763,2.0,19.0,7.37,7.0,3.2431902238818537,2.0,18.0,24.00206748647809,23.635714285714286,4.841825190455649,18.0,57.75,39.701521377315494,26.784090909090907,41.061438967092826,8.444444444444445,275.5,0.330876727,0.26761525,0.22075994648684064,0.08571524999999998,1.6855851499999999,0.3198271405,0.2578437625,0.20666168117997358,0.084870325,1.5222053249999998,0.3419263135,0.276440975,0.23554737837253065,0.086560175,1.8489649750000003,0.44527190855987464,0.4780952380952381,0.23716493720908688,0.0,1.0,0.6343935786435786,0.6666666666666666,0.3057943966251201,0.0,1.0,0.3645788773490012,0.3431372549019608,0.22597484251666147,0.0,1.0,0.7169627831884567,0.7959462777365809,0.26533730321769144,0.0,1.0,0,0.014095864661654136
50.0,10.0,5,100,443.41,399.0,181.22055845869366,216.0,989.0,6.18,6.0,3.27950476675237,0.0,14.0,5.46,5.0,2.965866422542262,0.0,13.0,45.689123987123985,34.075,38.18580521504828,0.0,263.0,56.23947022422023,23.208333333333336,97.02140965612588,0.0,587.0,0.006732752,0.0053266500000000005,0.005537788229906312,0.0015587,0.039971099999999996,0.006427664,0.00500235,0.005465667559023474,0.0015213,0.0399611,0.00707942,0.005631049999999999,0.0055946003281122,0.0018876,0.0400982,10.26,10.0,4.189018833555036,4.0,21.0,9.94,9.0,4.341065362885992,4.0,21.0,17.933656498128634,17.2,4.5091649995280285,12.454545454545455,44.916666666666664,28.1900507794579,22.299999999999997,19.21711393047031,5.25,99.6,0.300392557,0.268383675,0.12919491730952617,0.10758274999999999,0.6786142,0.2940388185,0.26420781249999997,0.12615463680861586,0.107154425,0.66277745,0.3067462955,0.27743153750000005,0.13273055398189051,0.108011075,0.6949389499999999,0.4265230461151161,0.4444444444444445,0.21317045182485742,0.0,0.888888888888889,0.5785150405150405,0.6,0.2782892548066865,0.0,1.0,0.35400046393235246,0.36363636363636365,0.19004879727725724,0.0,0.8,0.7506871749414523,0.7984960441856994,0.22104111030129303,0.0,1.0,0,0.01335
15.0,10.0,5,100,443.41,399.0,181.22055845869366,216.0,989.0,4.65,4.0,2.7019446793939084,0.0,11.0,4.7,4.0,2.626592830834254,1.0,11.0,28.198628066378067,24.547619047619047,16.943071097200654,0.0,127.4,100.69385606060607,56.875,125.31663726209433,9.666666666666666,617.0,0.004576842,0.003286,0.005478911813493293,0.0011534000000000002,0.042084,0.004240261,0.0029243000000000003,0.005257140337969883,0.0010767,0.0400043,0.00501407,0.00361385,0.005582929098790455,0.0013024,0.042611699999999995,7.71,7.0,3.9422472184419295,0.0,17.0,7.65,7.0,3.890872509976251,1.0,18.0,16.96825758718406,16.11025641025641,5.415424973898414,0.0,51.3,59.30744431956932,34.59166666666667,81.44677410897367,9.666666666666666,581.0,0.177469596,0.1467232,0.11365753540448985,0.01133205,0.60591025,0.175120678,0.1446092625,0.1124083294120932,0.011011075,0.5889310750000001,0.17981851399999998,0.1499926,0.11500546389324057,0.011653025,0.6228894249999999,0.47240446377716916,0.4347826086956522,0.2638285859364919,0.0,1.0,0.6252507032810063,0.6666666666666666,0.30413743839676366,0.0,1.0,0.4005646281492984,0.3333333333333333,0.25526533840100235,0.0,1.0,0.7519881271099824,0.7954545454545454,0.23782174556145871,0.0,1.0,0,0.008235588972431077
30.0,10.0,5,100,443.41,399.0,181.22055845869366,216.0,989.0,5.67,5.5,3.354643999538008,0.0,15.0,5.5,5.0,3.186144245246149,0.0,14.0,35.98279978354979,27.8125,33.2138480306656,0.0,263.0,78.770833000333,38.214285714285715,116.73021271676642,0.0,617.0,0.005382448,0.0036901499999999997,0.005602949194762243,0.0014719000000000002,0.0388521,0.005078396,0.00345555,0.00546300106362757,0.0012642,0.0375099,0.005742979,0.00404115,0.005701467013171419,0.0015041,0.0399632,9.97,9.0,4.41177258862437,2.0,21.0,9.7,9.0,4.482288376589473,3.0,21.0,17.945772305523853,17.2,4.662742584684287,12.454545454545455,44.916666666666664,32.67461929590877,23.516666666666666,32.88346940212492,5.25,191.33333333333334,0.2596596945,0.219131425,0.1310699694775337,0.06407004999999999,0.6811242000000001,0.25573100075,0.2181925125,0.12817835839795175,0.062652325,0.66591075,0.26358838825,0.2200703375,0.13425444221955857,0.064562675,0.69633765,0.4082781206644889,0.424812030075188,0.22227335215687227,0.0,0.888888888888889,0.5791056998556998,0.6,0.2987102772637867,0.0,1.0,0.3348260513136674,0.3333333333333333,0.20315324399985432,0.0,0.8571428571428571,0.7286145239593149,0.7972688740567997,0.25217537339315477,0.0,0.9583333333333334,0,0.009248496240601502
20.0,10.0,5,100,443.41,399.0,181.22055845869366,216.0,989.0,4.99,5.0,2.7978888144781267,0.0,12.0,4.98,5.0,2.756003547812585,1.0,13.0,31.48865945165945,24.9,24.664865261580307,0.0,205.0,89.92777716727717,49.475,116.16101972067476,4.5,617.0,0.004571328,0.0031647,0.005635799982849181,0.0012943,0.0442494,0.004344491,0.0028879500000000002,0.00537424794272819,0.0012353,0.0415738,0.004919129,0.00352615,0.0060028225045952975,0.0014521,0.0489892,9.08,9.0,4.51189225460579,0.0,19.0,8.94,8.0,4.507726251625753,1.0,20.0,17.6082828781126,16.899509803921568,4.962156352114152,0.0,44.916666666666664,44.993650597940075,25.5,59.78796175267799,8.7,385.0,0.207605121,0.17215785,0.11782534810610644,0.017083800000000003,0.7218119000000001,0.2040838545,0.17201545000000001,0.11453902743886085,0.017054850000000003,0.6784374500000001,0.2111263875,0.17230025,0.12135860541663178,0.01711275,0.76518635,0.4284054327529951,0.4,0.22149739700217094,0.0,1.0,0.6173801507134841,0.6666666666666666,0.29029919057450865,0.0,1.0,0.34565174985477076,0.3333333333333333,0.20291481378476325,0.0,1.0,0.7337051397852384,0.7859943977591037,0.21613908297313897,0.0,0.9545454545454546,0,0.007931578947368421
30.0,60.0,30,100,443.41,399.0,181.22055845869366,216.0,989.0,0.31,0.0,0.706320670013903,0.0,3.0,1.26,1.0,0.5966234959835188,1.0,4.0,19.68,0.0,45.54226019340861,0.0,268.0,363.65,305.0,166.49173732375408,50.5,645.0,0.005120352,0.003639,0.005865478916016865,0.001318,0.0481079,0.004746279,0.0034972500000000004,0.004868624126102951,0.0012713,0.034113300000000006,0.005422231,0.0040086,0.006143751963468679,0.0014322999999999998,0.0512611,0.54,0.0,0.9147500624584164,0.0,4.0,1.46,1.0,0.8694593699303009,1.0,5.0,25.505,0.0,38.41344618650716,0.0,175.66666666666666,330.0155,276.5,176.94544710964985,60.5,989.0,0.081884936,0.059150275,0.08470476756876522,0.0033865,0.4032246,0.080414757,0.057670612499999996,0.08250831168645056,0.0031986,0.40076030000000007,0.083355115,0.0601504,0.08701835569410322,0.0035423000000000004,0.40568889999999996,0.4178231292517007,0.4,0.44099839263778967,0.0,1.0,0.48095238095238096,0.3333333333333333,0.4930421579958024,0.0,1.0,0.3880952380952381,0.3333333333333333,0.42728760401547433,0.0,1.0,0.4487600202690055,0.6262626262626263,0.4490627492390073,0.0,0.9602797303365908,0,0.009120300751879699
10.0,60.0,30,100,443.41,399.0,181.22055845869366,216.0,989.0,0.15,0.0,0.5,0.0,2.0,1.12,1.0,0.4089898865164361,1.0,3.0,11.29,0.0,43.290607141349575,0.0,259.0,397.9066666666667,326.0,159.15551253951958,174.0,645.0,0.004422671,0.00283745,0.006750733214592697,0.0009545,0.0482501,0.004086828,0.0025143500000000003,0.006631425152358224,0.0009482000000000001,0.0471706,0.004853548,0.0031385,0.007087190513385841,0.0009567000000000001,0.0515518,0.2,0.0,0.5685352436149611,0.0,3.0,1.18,1.0,0.5389852043470679,1.0,4.0,10.901666666666667,0.0,32.13776020996378,0.0,222.0,391.4325,318.5,174.39975610405148,101.0,989.0,0.054207965999999996,0.032194525,0.07547097876266505,0.00329625,0.45273434999999995,0.053416449,0.0313686625,0.07505727963580859,0.0031984750000000005,0.450559675,0.054999483,0.032580925,0.07589696531145285,0.003394025,0.454909025,0.4523809523809524,0.3333333333333333,0.4822869815791554,0.0,1.0,0.4642857142857143,0.25,0.4986244815754373,0.0,1.0,0.4642857142857143,0.25,0.4986244815754373,0.0,1.0,0.47508481077055303,0.44488636363636364,0.49339097881281524,0.0,0.9737998647734956,0,0.00711140350877193
50.0,60.0,30,100,443.41,399.0,181.22055845869366,216.0,989.0,0.47,0.0,0.8463230035055329,0.0,4.0,1.34,1.0,0.7137891491854926,1.0,4.0,29.551666666666666,0.0,52.8626467820482,0.0,278.5,336.6358333333333,277.5,167.59731818472048,15.0,636.0,0.006520812,0.0045738,0.005681434716142917,0.0018029,0.0403547,0.006136457,0.004111,0.005599508807214408,0.0017463,0.039734900000000004,0.006989207,0.005189050000000001,0.005840064199872924,0.0020245000000000003,0.0428637,0.82,1.0,1.0286796479865916,0.0,4.0,1.67,1.0,0.9954949025535494,1.0,5.0,39.87166666666667,60.5,41.60797620724722,0.0,181.0,280.63416666666666,247.0,168.3907853316088,61.5,989.0,0.1181070465,0.08952447499999999,0.10229852063284395,0.00384045,0.5203196,0.11665255875,0.0875074625,0.1013931669840338,0.0036754750000000005,0.5196588,0.11956153425,0.091364525,0.10324228437001116,0.004005424999999999,0.5209804,0.41261022927689595,0.2,0.44433152382587454,0.0,1.0,0.46296296296296297,0.25,0.48420185105453706,0.0,1.0,0.3950617283950617,0.16666666666666666,0.4427926152285509,0.0,1.0,0.43954643853541464,0.28157894736842104,0.45005292167475597,0.0,1.0,0,0.011463157894736844
20.0,60.0,30,100,443.41,399.0,181.22055845869366,216.0,989.0,0.21,0.0,0.6079440431453865,0.0,3.0,1.18,1.0,0.5389852043470679,1.0,4.0,12.785,0.0,40.10536973795631,0.0,263.5,386.8183333333333,318.5,165.88622508128026,108.5,645.0,0.004616434,0.0034561999999999996,0.005372638420912264,0.0011010999999999998,0.0403651,0.004411084,0.0032180999999999998,0.005315954553672474,0.0010936,0.039794699999999995,0.004980509,0.0039050000000000005,0.005556895679509242,0.0011095999999999999,0.042497099999999996,0.37,0.0,0.774009631135756,0.0,3.0,1.32,1.0,0.7089613971340489,1.0,4.0,17.68166666666667,0.0,34.44975598505531,0.0,172.0,357.27416666666664,290.25,173.52601764924623,64.5,989.0,0.07118245,0.04621070000000001,0.08143014463684115,0.00333905,0.451798,0.070108875,0.0459551,0.08015365328717561,0.003315375,0.44504102500000003,0.072256025,0.04676955000000001,0.08274607925941325,0.003362725,0.4705892,0.3888888888888889,0.0,0.45201285376391,0.0,1.0,0.4166666666666667,0.0,0.4815434123430768,0.0,1.0,0.3819444444444444,0.0,0.4543912598953056,0.0,1.0,0.41459900962953017,0.0,0.46412914152400797,0.0,0.974025974025974,0,0.008662155388471177
