lat,lon,start_time,end_time,type
40.6106316,-73.9561983,2022-06-23 16:32:42,2022-06-23 16:32:42,MOVE_POINT
40.6107208,-73.955461,2022-06-23 16:32:49,2022-06-23 16:32:49,MOVE_POINT
40.6107296,-73.9553761,2022-06-23 16:32:50,2022-06-23 16:32:50,MOVE_POINT
40.6107484,-73.9551305,2022-06-23 16:32:56,2022-06-23 16:32:56,MOVE_POINT
40.61074713571429,-73.95500723571426,2022-06-23 16:32:57,2022-06-23 16:33:10,STOP
40.6107632,-73.9548184,2022-06-23 16:33:11,2022-06-23 16:33:11,MOVE_POINT
40.610784591666665,-73.95471070833331,2022-06-23 16:33:12,2022-06-23 16:33:23,STOP
40.6108064,-73.9545687,2022-06-23 16:33:24,2022-06-23 16:33:24,MOVE_POINT
40.61081,-73.954531,2022-06-23 16:33:25,2022-06-23 16:33:25,MOVE_POINT
40.6108114,-73.9545112,2022-06-23 16:33:26,2022-06-23 16:33:26,MOVE_POINT
40.6108123,-73.95450269999999,2022-06-23 16:33:30,2022-06-23 16:33:30,MOVE_POINT
40.6108132,-73.9544942,2022-06-23 16:33:31,2022-06-23 16:33:31,MOVE_POINT
40.6108146,-73.9544768,2022-06-23 16:33:32,2022-06-23 16:33:32,MOVE_POINT
40.6108216,-73.95439859999999,2022-06-23 16:33:35,2022-06-23 16:33:35,MOVE_POINT
40.6108234,-73.9543766,2022-06-23 16:33:36,2022-06-23 16:33:36,MOVE_POINT
40.6108258,-73.95434999999999,2022-06-23 16:33:38,2022-06-23 16:33:38,MOVE_POINT
40.6108265,-73.9543417,2022-06-23 16:33:40,2022-06-23 16:33:40,MOVE_POINT
40.61082294,-73.95433075,2022-06-23 16:33:41,2022-06-23 16:34:00,STOP
40.6108213,-73.9543182,2022-06-23 16:34:01,2022-06-23 16:34:01,MOVE_POINT
40.6108213,-73.95431649999999,2022-06-23 16:34:02,2022-06-23 16:34:02,MOVE_POINT
40.610821745,-73.95430799500001,2022-06-23 16:34:03,2022-06-23 16:34:22,STOP
40.610821,-73.95428729999999,2022-06-23 16:34:23,2022-06-23 16:34:23,MOVE_POINT
40.6108231,-73.95427579999999,2022-06-23 16:34:24,2022-06-23 16:34:24,MOVE_POINT
40.6108247,-73.95425329999999,2022-06-23 16:34:25,2022-06-23 16:34:25,MOVE_POINT
40.6108272,-73.95421499999999,2022-06-23 16:34:26,2022-06-23 16:34:26,MOVE_POINT
40.6108382,-73.9541045,2022-06-23 16:34:28,2022-06-23 16:34:28,MOVE_POINT
40.6108459,-73.9540342,2022-06-23 16:34:29,2022-06-23 16:34:29,MOVE_POINT
40.6108526,-73.9539574,2022-06-23 16:34:30,2022-06-23 16:34:30,MOVE_POINT
40.6108648,-73.9538278,2022-06-23 16:34:32,2022-06-23 16:34:32,MOVE_POINT
40.6108686,-73.9537723,2022-06-23 16:34:33,2022-06-23 16:34:33,MOVE_POINT
40.610871,-73.9537339,2022-06-23 16:34:34,2022-06-23 16:34:34,MOVE_POINT
40.61081827407407,-73.9536570037037,2022-06-23 16:34:35,2022-06-23 16:35:01,STOP
