gamma_mps,k,n_trajectories,n_points_mean,n_points_median,n_points_std,n_points_min,n_points_max,n_moves_mean,n_moves_median,n_moves_std,n_moves_min,n_moves_max,n_stops_mean,n_stops_median,n_stops_std,n_stops_min,n_stops_max,n_move_points_mean,n_move_points_median,n_move_points_std,n_move_points_min,n_move_points_max,n_move_keypoints_mean,n_move_keypoints_median,n_move_keypoints_std,n_move_keypoints_min,n_move_keypoints_max,move_cr_mean,move_cr_median,move_cr_std,move_cr_min,move_cr_max,move_retention_ratio_mean,move_retention_ratio_median,move_retention_ratio_std,move_retention_ratio_min,move_retention_ratio_max,e_match_rate_mean,e_match_rate_median,e_match_rate_std,e_match_rate_min,e_match_rate_max,v_match_rate_mean,v_match_rate_median,v_match_rate_std,v_match_rate_min,v_match_rate_max,move_latency_us_per_point_mean,move_latency_us_per_point_median,move_latency_us_per_point_std,move_latency_us_per_point_min,move_latency_us_per_point_max,passes_retention_floor
5.0,9,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,50.67,42.0,33.21799895456459,2.0,172.0,23.444260674453687,22.722926267281107,6.936677287748783,11.273885350318471,41.111111111111114,0.11802175798078365,0.10621645186779652,0.050937507814382346,0.04054054054054054,0.2617960426179604,0.0,0.0,0.0,0.0,0.0,0.0199275161226082,0.0,0.030302477122816536,0.0,0.14285714285714285,7.36075982347762,7.00744382022472,1.6336866475258178,4.6452138492871695,14.083211678832118,1
4.0,2,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,57.64,50.5,36.35001563085821,2.0,189.0,23.377797100390147,22.583313354111723,6.619636588647256,10.227272727272727,42.810810810810814,0.13423749069598578,0.12270554936896808,0.055534159284772344,0.04878048780487805,0.29833333333333334,0.04577388852518207,0.02452153110047847,0.06653429455131031,0.0,0.45454545454545453,0.836743225122059,0.9090909090909091,0.2314268682570315,0.0,1.0,9.883604760310435,9.472965566492292,2.208021086653854,6.081781376518219,19.302966101694917,1
4.0,6,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,57.64,50.5,36.35001563085821,2.0,189.0,23.173261797325114,22.40887010283263,6.776141814561856,10.315186246418339,42.24,0.13423749069598578,0.12270554936896808,0.055534159284772344,0.04878048780487805,0.29833333333333334,0.0010793613976587196,0.0,0.004657638626009057,0.0,0.03125,0.17898500711306098,0.15384615384615385,0.1449614944428002,0.0,0.7272727272727273,8.570761160887281,8.207332672987123,2.2027336892929474,5.5860724233983285,21.463414634146343,1
5.0,10,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,50.67,42.0,33.21799895456459,2.0,172.0,23.082613983086443,22.392857142857142,6.839415743425165,11.0625,41.111111111111114,0.11802175798078365,0.10621645186779652,0.050937507814382346,0.04054054054054054,0.2617960426179604,0.0,0.0,0.0,0.0,0.0,0.010701370498415283,0.0,0.02296340292900834,0.0,0.14285714285714285,7.123218779940298,6.811472222222223,1.431997943588413,4.1759336099585065,11.863829787234042,1
4.0,7,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,57.64,50.5,36.35001563085821,2.0,189.0,22.55706958192001,21.993436982286227,6.332070011857108,10.227272727272727,38.275862068965516,0.13423749069598578,0.12270554936896808,0.055534159284772344,0.04878048780487805,0.29833333333333334,0.0005011792452830189,0.0,0.0036340741702534825,0.0,0.03125,0.11211890708444262,0.08514492753623187,0.10988880224611794,0.0,0.7272727272727273,8.308174049526727,7.9614446027787675,2.242909046177278,5.154805194805195,19.819512195121952,1
4.0,8,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,57.64,50.5,36.35001563085821,2.0,189.0,21.76529311595414,21.59651282051282,6.051105355987534,10.0,36.0,0.13423749069598578,0.12270554936896808,0.055534159284772344,0.04878048780487805,0.29833333333333334,0.00014084507042253522,0.0,0.0014084507042253522,0.0,0.014084507042253521,0.05486839146596858,0.03279569892473118,0.06946817265425352,0.0,0.2857142857142857,8.272895244600383,7.936469032057268,2.2010096943815314,5.370473537604457,18.597560975609756,1
4.0,9,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,57.64,50.5,36.35001563085821,2.0,189.0,21.119864012333526,20.67857142857143,5.896037506858048,10.0,36.0,0.13423749069598578,0.12270554936896808,0.055534159284772344,0.04878048780487805,0.29833333333333334,0.0,0.0,0.0,0.0,0.0,0.025147144092604056,0.002777777777777778,0.0392849592105394,0.0,0.2631578947368421,7.887983007716876,7.460735289867638,1.8163096334826159,4.994214876033058,14.253191489361702,1
4.0,10,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,57.64,50.5,36.35001563085821,2.0,189.0,20.790692381532427,20.51923076923077,5.966761603395379,9.836065573770492,36.0,0.13423749069598578,0.12270554936896808,0.055534159284772344,0.04878048780487805,0.29833333333333334,0.0,0.0,0.0,0.0,0.0,0.013354893664476118,0.0,0.022246969813929537,0.0,0.1,9.43084306312129,6.940989533560865,21.05904512118231,4.776708074534161,217.19584905660378,1
3.0,5,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,68.81,61.0,41.03477091738693,2.0,228.0,20.759738801170332,20.35889929742389,5.516623261863428,8.314087759815243,34.6875,0.160394485927045,0.14817092114120023,0.06191719023115478,0.04878048780487805,0.38,0.00491643813099279,0.0,0.010765833366448652,0.0,0.045454545454545456,0.355320767626225,0.3333333333333333,0.2082397093171985,0.0,1.0,9.746061088612814,9.11021021021021,2.558966124782557,5.24294670846395,19.336585365853658,1
3.0,4,100,729.34,678.0,144.64091517767145,641.0,1527.0,4.86,5.0,1.5892314386698263,1.0,8.0,4.23,4.5,1.6382732964738802,0.0,7.0,406.54,405.5,117.12657575236607,41.0,657.0,68.81,61.0,41.03477091738693,2.0,228.0,20.893551813168102,20.236742424242426,5.439420576052677,8.237986270022883,34.6875,0.160394485927045,0.14817092114120023,0.06191719023115478,0.04878048780487805,0.38,0.008029363045753355,0.0,0.016611218352962653,0.0,0.1,0.5245626721092803,0.5419580419580419,0.23786158719864514,0.0,1.0,10.630096448601321,9.62219973277242,3.4641074475030758,6.059514170040486,29.107317073170734,1
