trajectory,gamma_mps,k,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_retention_ratio,e_match_rate,v_match_rate,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
5547018,2.0,3,649,6,5,388,79,15.83673469387755,0.2036082474226804,0.0,1.0,10.752835051546393,nan,nan
5565253,2.0,3,670,4,5,385,52,24.574468085106382,0.13506493506493505,0.06521739130434782,0.875,8.496103896103897,nan,nan
5615881,2.0,3,1051,6,6,357,92,12.24,0.25770308123249297,0.0,0.34375,10.959103641456583,nan,nan
5615968,2.0,3,642,6,5,378,91,13.662650602409638,0.24074074074074073,0.0,0.7058823529411765,11.218783068783068,nan,nan
5615986,2.0,3,685,5,4,343,65,17.294117647058822,0.18950437317784258,0.0,0.8181818181818182,10.777842565597668,nan,nan
5615988,2.0,3,671,6,5,356,64,17.949579831932773,0.1797752808988764,0.0,0.6666666666666666,8.424157303370787,nan,nan
5616015,2.0,3,657,2,1,624,148,16.64,0.23717948717948717,0.0,1.0,8.779967948717948,nan,nan
5633515,2.0,3,663,6,5,410,84,15.76923076923077,0.2048780487804878,0.05714285714285714,0.7647058823529411,11.299512195121952,nan,nan
5692189,2.0,3,1527,6,5,401,79,16.14765100671141,0.1970074812967581,0.013157894736842105,0.8571428571428571,12.456857855361596,nan,nan
5705278,2.0,3,643,8,7,323,85,11.889570552147239,0.2631578947368421,0.0,0.8,14.289164086687306,nan,nan
5705752,2.0,3,682,5,4,434,81,18.20979020979021,0.18663594470046083,0.012658227848101266,0.8461538461538461,10.90552995391705,nan,nan
5706077,2.0,3,656,5,5,382,55,22.03846153846154,0.14397905759162305,0.018867924528301886,0.6363636363636364,10.402094240837696,nan,nan
5706137,2.0,3,737,7,7,173,23,15.492537313432836,0.1329479768786127,0.0,0.16666666666666666,16.810404624277457,nan,nan
5715345,2.0,3,923,4,3,491,98,17.32941176470588,0.19959266802443992,0.010526315789473684,0.875,9.492871690427698,nan,nan
5771585,2.0,3,720,6,5,355,63,17.317073170731707,0.17746478873239438,0.034482758620689655,0.5714285714285714,9.034929577464789,nan,nan
5771621,2.0,3,675,6,5,379,55,20.303571428571427,0.14511873350923482,0.0,0.8181818181818182,8.295514511873352,nan,nan
5772092,2.0,3,729,8,7,335,52,17.47826086956522,0.15522388059701492,0.0425531914893617,0.8181818181818182,8.720597014925373,nan,nan
5772102,2.0,3,725,5,4,359,56,20.514285714285716,0.15598885793871867,0.0,0.8888888888888888,8.924791086350975,nan,nan
5772192,2.0,3,706,7,6,381,69,16.933333333333334,0.18110236220472442,0.015384615384615385,0.5625,7.706824146981628,nan,nan
5874746,2.0,3,729,6,6,364,58,18.991304347826087,0.15934065934065933,0.0,0.8181818181818182,6.583241758241758,nan,nan
5874767,2.0,3,1278,8,7,245,37,16.51685393258427,0.1510204081632653,0.0967741935483871,0.5555555555555556,13.131020408163264,nan,nan
5874769,2.0,3,649,6,6,322,43,19.714285714285715,0.13354037267080746,0.025,0.7272727272727273,9.482919254658386,nan,nan
5874787,2.0,3,1064,5,5,225,42,16.071428571428573,0.18666666666666668,0.0,0.625,6.867999999999999,nan,nan
5875173,2.0,3,712,4,4,95,10,16.764705882352942,0.10526315789473684,0.125,0.2,13.434736842105263,nan,nan
5882173,2.0,3,665,8,7,273,51,14.756756756756756,0.18681318681318682,0.02040816326530612,0.42857142857142855,9.59047619047619,nan,nan
5969330,2.0,3,721,6,5,459,144,9.5625,0.3137254901960784,0.0070921985815602835,0.10638297872340426,9.335076252723312,nan,nan
5969331,2.0,3,706,6,5,359,65,17.232,0.181058495821727,0.0,0.7692307692307693,9.860167130919221,nan,nan
5969362,2.0,3,672,5,5,449,74,21.212598425196852,0.16481069042316257,0.014705882352941176,0.6428571428571429,7.559688195991091,nan,nan
6058407,2.0,3,696,7,7,329,116,8.972727272727273,0.3525835866261398,0.01834862385321101,0.6,12.317325227963526,nan,nan
6062407,2.0,3,666,7,6,333,62,16.65,0.18618618618618618,0.0,0.8,10.440840840840842,nan,nan
6109129,2.0,3,721,4,3,482,76,21.90909090909091,0.15767634854771784,0.013513513513513514,1.0,7.8153526970954355,nan,nan
6148097,2.0,3,725,4,4,458,98,17.96078431372549,0.21397379912663755,0.0,0.8333333333333334,8.211135371179038,nan,nan
6148143,2.0,3,677,5,4,437,76,19.714285714285715,0.17391304347826086,0.046153846153846156,0.6666666666666666,7.58604118993135,nan,nan
6148208,2.0,3,646,3,3,319,70,16.643478260869564,0.219435736677116,0.0,1.0,8.03730407523511,nan,nan
6190357,2.0,3,710,2,2,494,77,24.49586776859504,0.15587044534412955,0.013888888888888888,0.8181818181818182,8.172267206477732,nan,nan
6193396,2.0,3,658,6,5,370,37,25.517241379310345,0.1,0.0,0.38461538461538464,8.642162162162162,nan,nan
6193436,2.0,3,666,5,6,94,14,13.428571428571429,0.14893617021276595,0.0,0.16666666666666666,13.878723404255318,nan,nan
4216956,2.0,4,910,6,5,363,82,13.527950310559007,0.22589531680440772,0.01282051282051282,0.2647058823529412,5.989531680440771,nan,nan
4272243,2.0,4,646,2,1,600,275,7.017543859649122,0.4583333333333333,0.0,0.061224489795918366,6.808666666666666,nan,nan
4344977,2.0,4,1187,5,5,384,102,12.59016393442623,0.265625,0.0,0.6363636363636364,6.8671875,nan,nan
4350946,2.0,4,690,5,5,394,64,19.37704918032787,0.16243654822335024,0.0,0.6428571428571429,6.945685279187817,nan,nan
4351935,2.0,4,775,6,5,369,94,13.751552795031056,0.25474254742547425,0.0,0.7333333333333333,10.591327913279132,nan,nan
4352377,2.0,4,716,5,4,428,91,16.675324675324674,0.21261682242990654,0.0,0.5,8.374766355140187,nan,nan
4358853,2.0,4,666,4,3,528,95,22.0,0.17992424242424243,0.024390243902439025,0.9166666666666666,7.609469696969697,nan,nan
