trajectory,gamma_mps,k,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_retention_ratio,e_match_rate,v_match_rate,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
5615968,3.0,8,642,6,5,378,70,15.971830985915492,0.18518518518518517,0.0,0.07142857142857142,7.837037037037037,nan,nan
5615986,3.0,8,685,5,4,343,49,19.41509433962264,0.14285714285714285,0.0,0.0625,6.352478134110788,nan,nan
5615988,3.0,8,671,6,5,356,53,18.736842105263158,0.14887640449438203,0.0,0.0625,8.445786516853932,nan,nan
5616015,3.0,8,657,2,1,624,131,15.157894736842104,0.20993589743589744,0.0,0.03,7.211378205128205,nan,nan
5633515,3.0,8,663,6,5,410,67,16.18421052631579,0.16341463414634147,0.0,0.01694915254237288,7.40170731707317,nan,nan
5692189,3.0,8,1527,6,5,401,57,18.090225563909776,0.14214463840399003,0.0,0.02040816326530612,6.464339152119701,nan,nan
5705278,3.0,8,643,8,7,323,56,14.681818181818182,0.17337461300309598,0.0,0.05263157894736842,9.176780185758513,nan,nan
5705752,3.0,8,682,5,4,434,64,18.869565217391305,0.14746543778801843,0.0,0.041666666666666664,7.763594470046083,nan,nan
5706077,3.0,8,656,5,5,382,43,22.693069306930692,0.112565445026178,0.0,0.02857142857142857,8.263089005235603,nan,nan
5706137,3.0,8,737,7,7,173,16,17.3,0.09248554913294797,0.0,0.0,10.510404624277456,nan,nan
5715345,3.0,8,923,4,3,491,71,20.17808219178082,0.1446028513238289,0.0,0.037037037037037035,5.238289205702648,nan,nan
5771585,3.0,8,720,6,5,355,34,23.152173913043477,0.09577464788732394,0.0,0.0,6.89943661971831,nan,nan
5771621,3.0,8,675,6,5,379,37,24.451612903225808,0.09762532981530343,0.0,0.03333333333333333,7.6509234828496036,nan,nan
5772092,3.0,8,729,8,7,335,39,19.326923076923077,0.11641791044776119,0.0,0.03225806451612903,9.408955223880596,nan,nan
5772102,3.0,8,725,5,4,359,39,21.979591836734695,0.10863509749303621,0.0,0.0,7.701392757660168,nan,nan
5772192,3.0,8,706,7,6,381,42,20.410714285714285,0.11023622047244094,0.0,0.0,8.419160104986876,nan,nan
5874746,3.0,8,729,6,6,364,48,18.2,0.13186813186813187,0.0,0.0,7.237912087912088,nan,nan
5874767,3.0,8,1278,8,7,245,25,17.926829268292682,0.10204081632653061,0.0,0.0,6.776326530612245,nan,nan
5874769,3.0,8,649,6,6,322,36,20.125,0.11180124223602485,0.0,0.0,6.682608695652174,nan,nan
5874787,3.0,8,1064,5,5,225,24,19.852941176470587,0.10666666666666667,0.0,0.0,6.35288888888889,nan,nan
5875173,3.0,8,712,4,4,95,6,20.357142857142858,0.06315789473684211,0.0,0.0,5.1021052631578945,nan,nan
5882173,3.0,8,665,8,7,273,37,15.452830188679245,0.13553113553113552,0.0,0.0,9.333333333333334,nan,nan
5969330,3.0,8,721,6,5,459,126,10.162361623616237,0.27450980392156865,0.0,0.00847457627118644,6.911328976034858,nan,nan
5969331,3.0,8,706,6,5,359,50,21.54,0.1392757660167131,0.0,0.15,6.694150417827298,nan,nan
5969362,3.0,8,672,5,5,449,53,23.84070796460177,0.11804008908685969,0.0,0.058823529411764705,5.776391982182628,nan,nan
6058407,3.0,8,696,7,7,329,82,10.556149732620321,0.24924012158054712,0.0,0.013333333333333334,7.4297872340425535,nan,nan
6062407,3.0,8,666,7,6,333,45,17.839285714285715,0.13513513513513514,0.0,0.027777777777777776,7.248948948948949,nan,nan
6109129,3.0,8,721,4,3,482,54,25.36842105263158,0.11203319502074689,0.0,0.05263157894736842,7.4385892116182575,nan,nan
6148097,3.0,8,725,4,4,458,74,20.818181818181817,0.1615720524017467,0.0,0.1724137931034483,7.433624454148472,nan,nan
6148143,3.0,8,677,5,4,437,50,23.410714285714285,0.11441647597254005,0.0,0.02564102564102564,7.260869565217392,nan,nan
6148208,3.0,8,646,3,3,319,59,16.084033613445378,0.18495297805642633,0.0,0.047619047619047616,6.292789968652038,nan,nan
6190357,3.0,8,710,2,2,494,58,26.464285714285715,0.11740890688259109,0.0,0.04878048780487805,5.178137651821863,nan,nan
6193396,3.0,8,658,6,5,370,23,31.714285714285715,0.062162162162162166,0.0,0.0,8.71081081081081,nan,nan
6193436,3.0,8,666,5,6,94,12,14.461538461538462,0.1276595744680851,0.0,0.2,14.427659574468086,nan,nan
4216956,3.0,9,910,6,5,363,65,14.142857142857142,0.1790633608815427,0.0,0.0,7.0749311294765835,nan,nan
4272243,3.0,9,646,2,1,600,228,7.964601769911504,0.38,0.0,0.009523809523809525,7.327,nan,nan
4344977,3.0,9,1187,5,5,384,85,13.552941176470588,0.22135416666666666,0.0,0.05263157894736842,8.190364583333333,nan,nan
4350946,3.0,9,690,5,5,394,43,24.122448979591837,0.10913705583756345,0.0,0.030303030303030304,8.186040609137056,nan,nan
4351935,3.0,9,775,6,5,369,64,16.900763358778626,0.17344173441734417,0.0,0.08571428571428572,7.814634146341463,nan,nan
4352377,3.0,9,716,5,4,428,70,18.47482014388489,0.16355140186915887,0.0,0.075,5.369859813084113,nan,nan
4358853,3.0,9,666,4,3,528,57,28.285714285714285,0.10795454545454546,0.0,0.0967741935483871,6.952651515151516,nan,nan
4359232,3.0,9,681,3,2,590,170,10.381231671554252,0.288135593220339,0.0,0.00641025641025641,8.542033898305085,nan,nan
4370045,3.0,9,720,4,3,467,95,15.653631284916202,0.20342612419700215,0.0,0.07142857142857142,8.600642398286938,nan,nan
4389353,3.0,9,650,5,4,462,93,15.84,0.2012987012987013,0.0,0.10638297872340426,10.365151515151515,nan,nan
4389414,3.0,9,645,5,5,422,75,18.48175182481752,0.17772511848341233,0.0,0.1724137931034483,10.565402843601897,nan,nan
4392729,3.0,9,652,4,3,478,82,17.925,0.17154811715481172,0.0,0.05660377358490566,8.403138075313807,nan,nan
4393045,3.0,9,936,4,3,438,61,20.215384615384615,0.13926940639269406,0.0,0.02,8.001369863013698,nan,nan
4440451,3.0,9,657,3,2,546,130,15.166666666666666,0.23809523809523808,0.008264462809917356,0.07352941176470588,10.695421245421246,nan,nan
4443744,3.0,9,710,7,6,399,108,11.97,0.2706766917293233,0.0,0.07692307692307693,14.74736842105263,nan,nan
4448887,3.0,9,666,6,6,333,35,21.25531914893617,0.10510510510510511,0.0,0.0,10.782582582582583,nan,nan
4469551,3.0,9,670,4,3,512,97,18.17751479289941,0.189453125,0.0,0.11627906976744186,8.070703125,nan,nan
4472905,3.0,9,816,4,3,463,72,19.84285714285714,0.15550755939524838,0.0,0.06818181818181818,9.208855291576674,nan,nan
4473229,3.0,9,673,4,4,446,76,16.51851851851852,0.17040358744394618,0.0,0.014925373134328358,7.905381165919283,nan,nan
4481970,3.0,9,642,3,2,494,54,29.64,0.10931174089068826,0.0,0.12,8.541902834008097,nan,nan
4482888,3.0,9,647,1,0,647,151,14.704545454545455,0.23338485316846985,0.0,0.04081632653061224,7.139876352395673,nan,nan
4487550,3.0,9,653,4,3,480,83,18.94736842105263,0.17291666666666666,0.0,0.0975609756097561,9.227916666666665,nan,nan
4487946,3.0,9,710,2,1,227,66,11.64102564102564,0.2907488986784141,0.0,0.08823529411764706,11.007488986784141,nan,nan
4504164,3.0,9,649,5,5,364,61,16.8,0.16758241758241757,0.0,0.046511627906976744,12.520054945054946,nan,nan
4527487,3.0,9,671,4,5,134,11,21.157894736842106,0.08208955223880597,0.0,0.0,21.514179104477613,nan,nan
4544584,3.0,9,672,4,3,540,73,23.823529411764707,0.13518518518518519,0.0,0.10810810810810811,8.315555555555555,nan,nan
4547202,3.0,9,696,5,4,436,48,24.0,0.11009174311926606,0.0,0.02631578947368421,9.91032110091743,nan,nan
4559519,3.0,9,991,6,5,358,61,16.78125,0.17039106145251395,0.0,0.05263157894736842,7.784357541899442,nan,nan
4575701,3.0,9,700,2,1,657,206,9.855,0.3135464231354642,0.0,0.01675977653631285,8.4337899543379,nan,nan
4579744,3.0,9,678,6,5,377,61,15.493150684931507,0.16180371352785147,0.0,0.0,8.594694960212202,nan,nan
4605892,3.0,9,678,2,3,41,2,20.5,0.04878048780487805,0.0,0.0,24.463414634146343,nan,nan
4668185,3.0,9,641,7,6,372,76,13.285714285714286,0.20430107526881722,0.0,0.034482758620689655,12.583333333333334,nan,nan
4705097,3.0,9,659,4,4,451,78,18.534246575342465,0.1729490022172949,0.0,0.09302325581395349,6.736585365853658,nan,nan
4724133,3.0,9,650,4,4,454,74,16.609756097560975,0.16299559471365638,0.0,0.0,6.785462555066079,nan,nan
4749525,3.0,9,805,3,2,526,58,25.868852459016395,0.11026615969581749,0.0,0.02040816326530612,6.465209125475285,nan,nan
4754626,3.0,9,1144,5,4,433,68,19.102941176470587,0.15704387990762125,0.0,0.075,9.345958429561202,nan,nan
4754956,3.0,9,647,5,4,419,94,13.372340425531915,0.2243436754176611,0.0,0.046153846153846156,8.900477326968975,nan,nan
4775763,3.0,9,718,6,5,449,72,17.493506493506494,0.1603563474387528,0.0,0.03773584905660377,8.693763919821826,nan,nan
4785421,3.0,9,773,4,4,460,55,24.424778761061948,0.11956521739130435,0.0,0.05555555555555555,7.417826086956521,nan,nan
4789937,3.0,9,678,4,4,524,71,24.184615384615384,0.13549618320610687,0.0,0.125,8.881870229007633,nan,nan
4792515,3.0,9,705,7,6,236,27,17.26829268292683,0.11440677966101695,0.0,0.0,11.729237288135593,nan,nan
4811115,3.0,9,643,4,3,483,48,28.41176470588235,0.09937888198757763,0.0,0.02857142857142857,7.807453416149069,nan,nan
4824328,3.0,9,688,4,3,355,38,25.357142857142858,0.10704225352112676,0.0,0.037037037037037035,7.843380281690141,nan,nan
4861227,3.0,9,710,7,6,240,33,15.319148936170214,0.1375,0.0,0.0,11.142916666666668,nan,nan
4861687,3.0,9,746,8,7,302,66,12.08,0.2185430463576159,0.0,0.0425531914893617,8.624503311258279,nan,nan
4862222,3.0,9,670,4,3,486,144,9.592105263157896,0.2962962962962963,0.0,0.0,8.571604938271605,nan,nan
4862380,3.0,9,660,3,2,522,75,22.21276595744681,0.14367816091954022,0.0,0.06666666666666667,7.844636015325671,nan,nan
4865550,3.0,9,642,5,5,382,95,12.32258064516129,0.2486910994764398,0.0,0.047619047619047616,10.824869109947645,nan,nan
4865558,3.0,9,649,5,4,503,135,12.120481927710843,0.268389662027833,0.0,0.07792207792207792,9.335984095427435,nan,nan
4912927,3.0,9,674,2,1,638,185,10.905982905982906,0.28996865203761757,0.0,0.02702702702702703,7.619278996865204,nan,nan
4915833,3.0,9,675,4,3,479,96,16.23728813559322,0.20041753653444677,0.0,0.07547169811320754,9.709394572025053,nan,nan
4940890,3.0,9,683,3,2,530,89,21.78082191780822,0.16792452830188678,0.0,0.21428571428571427,8.853584905660377,nan,nan
5244934,3.0,9,656,6,6,274,27,22.833333333333332,0.09854014598540146,0.0,0.05555555555555555,11.404744525547446,nan,nan
5351422,3.0,9,654,4,3,487,88,17.817073170731707,0.1806981519507187,0.0,0.08333333333333333,12.927926078028747,nan,nan
5477477,3.0,9,678,2,2,586,134,14.52892561983471,0.22866894197952217,0.0,0.03296703296703297,7.4325938566552905,nan,nan
5499001,3.0,9,670,2,1,632,165,15.477551020408164,0.2610759493670886,0.0,0.16,8.548417721518987,nan,nan
5503058,3.0,9,916,6,5,414,65,18.53731343283582,0.1570048309178744,0.0,0.07894736842105263,15.201932367149759,nan,nan
5503168,3.0,9,695,6,5,336,39,19.764705882352942,0.11607142857142858,0.0,0.0,16.77529761904762,nan,nan
5503359,3.0,9,716,6,6,319,31,22.25581395348837,0.09717868338557993,0.0,0.0,11.116614420062696,nan,nan
5540718,3.0,9,663,6,6,333,47,16.93220338983051,0.14114114114114115,0.0,0.0,7.2792792792792795,nan,nan
5540722,3.0,9,691,5,5,426,35,28.4,0.08215962441314555,0.0,0.0,6.694366197183099,nan,nan
5540733,3.0,9,641,4,3,490,56,28.54368932038835,0.11428571428571428,0.0,0.2,6.4636734693877544,nan,nan
5540847,3.0,9,869,6,6,375,39,23.93617021276596,0.104,0.0,0.03571428571428571,6.948266666666666,nan,nan
5547018,3.0,9,649,6,5,388,68,15.945205479452055,0.17525773195876287,0.0,0.04081632653061224,7.830154639175258,nan,nan
5565253,3.0,9,670,4,5,385,39,26.86046511627907,0.1012987012987013,0.0,0.03571428571428571,5.964675324675325,nan,nan
5615881,3.0,9,1051,6,6,357,58,15.3,0.16246498599439776,0.0,0.0,7.92436974789916,nan,nan
5615968,3.0,9,642,6,5,378,70,16.085106382978722,0.18518518518518517,0.0,0.075,7.974338624338625,nan,nan
5615986,3.0,9,685,5,4,343,49,18.880733944954127,0.14285714285714285,0.0,0.02631578947368421,7.291836734693877,nan,nan
5615988,3.0,9,671,6,5,356,53,18.736842105263158,0.14887640449438203,0.0,0.0625,7.85,nan,nan
5616015,3.0,9,657,2,1,624,131,18.08695652173913,0.20993589743589744,0.0,0.17777777777777778,6.983333333333334,nan,nan
5633515,3.0,9,663,6,5,410,67,16.18421052631579,0.16341463414634147,0.0,0.01694915254237288,8.58,nan,nan
5692189,3.0,9,1527,6,5,401,57,17.434782608695652,0.14214463840399003,0.0,0.0,9.171571072319203,nan,nan
5705278,3.0,9,643,8,7,323,56,14.043478260869565,0.17337461300309598,0.0,0.02127659574468085,11.264396284829722,nan,nan
5705752,3.0,9,682,5,4,434,64,18.6,0.14746543778801843,0.0,0.018867924528301886,8.595161290322581,nan,nan
5706077,3.0,9,656,5,5,382,43,21.62264150943396,0.112565445026178,0.0,0.0,8.168848167539267,nan,nan
5706137,3.0,9,737,7,7,173,16,17.3,0.09248554913294797,0.0,0.0,11.271676300578035,nan,nan
5715345,3.0,9,923,4,3,491,71,18.645569620253166,0.1446028513238289,0.0,0.0,5.683910386965377,nan,nan
5771585,3.0,9,720,6,5,355,34,23.152173913043477,0.09577464788732394,0.0,0.0,7.292957746478873,nan,nan
5771621,3.0,9,675,6,5,379,37,23.20408163265306,0.09762532981530343,0.0,0.0,6.372295514511873,nan,nan
5772092,3.0,9,729,8,7,335,39,18.272727272727273,0.11641791044776119,0.0,0.0,6.668358208955224,nan,nan
5772102,3.0,9,725,5,4,359,39,21.979591836734695,0.10863509749303621,0.0,0.0,5.91058495821727,nan,nan
5772192,3.0,9,706,7,6,381,42,20.410714285714285,0.11023622047244094,0.0,0.0,6.509186351706036,nan,nan
5874746,3.0,9,729,6,6,364,48,18.2,0.13186813186813187,0.0,0.0,5.454670329670329,nan,nan
5874767,3.0,9,1278,8,7,245,25,17.926829268292682,0.10204081632653061,0.0,0.0,7.856734693877551,nan,nan
5874769,3.0,9,649,6,6,322,36,20.125,0.11180124223602485,0.0,0.0,6.532919254658385,nan,nan
5874787,3.0,9,1064,5,5,225,24,19.852941176470587,0.10666666666666667,0.0,0.0,5.700444444444444,nan,nan
5875173,3.0,9,712,4,4,95,6,20.357142857142858,0.06315789473684211,0.0,0.0,7.688421052631579,nan,nan
5882173,3.0,9,665,8,7,273,37,15.452830188679245,0.13553113553113552,0.0,0.0,6.747619047619048,nan,nan
5969330,3.0,9,721,6,5,459,126,9.978260869565217,0.27450980392156865,0.0,0.0,7.533769063180828,nan,nan
5969331,3.0,9,706,6,5,359,50,21.54,0.1392757660167131,0.0,0.15,7.921727019498608,nan,nan
5969362,3.0,9,672,5,5,449,53,23.84070796460177,0.11804008908685969,0.0,0.058823529411764705,6.901113585746102,nan,nan
6058407,3.0,9,696,7,7,329,82,10.28125,0.24924012158054712,0.0,0.0,8.221276595744682,nan,nan
6062407,3.0,9,666,7,6,333,45,18.0,0.13513513513513514,0.0,0.027777777777777776,7.195195195195195,nan,nan
6109129,3.0,9,721,4,3,482,54,23.322580645161292,0.11203319502074689,0.0,0.0,5.886721991701245,nan,nan
6148097,3.0,9,725,4,4,458,74,21.637795275590552,0.1615720524017467,0.0,0.21739130434782608,6.884279475982533,nan,nan
6148143,3.0,9,677,5,4,437,50,23.410714285714285,0.11441647597254005,0.0,0.02564102564102564,7.465675057208238,nan,nan
6148208,3.0,9,646,3,3,319,59,15.435483870967742,0.18495297805642633,0.0,0.02,6.383385579937304,nan,nan
6190357,3.0,9,710,2,2,494,58,26.464285714285715,0.11740890688259109,0.0,0.04878048780487805,4.680161943319838,nan,nan
6193396,3.0,9,658,6,5,370,23,31.714285714285715,0.062162162162162166,0.0,0.0,8.941621621621621,nan,nan
6193436,3.0,9,666,5,6,94,12,12.818181818181818,0.1276595744680851,0.0,0.0,11.402127659574468,nan,nan
4216956,3.0,10,910,6,5,363,65,14.142857142857142,0.1790633608815427,0.0,0.0,6.302479338842976,nan,nan
4272243,3.0,10,646,2,1,600,228,7.758620689655173,0.38,0.0,0.0,7.603000000000001,nan,nan
4344977,3.0,10,1187,5,5,384,85,13.090909090909092,0.22135416666666666,0.0,0.03076923076923077,10.336979166666667,nan,nan
4350946,3.0,10,690,5,5,394,43,24.122448979591837,0.10913705583756345,0.0,0.030303030303030304,9.678680203045685,nan,nan
4351935,3.0,10,775,6,5,369,64,16.16058394160584,0.17344173441734417,0.0,0.046511627906976744,10.349864498644987,nan,nan
4352377,3.0,10,716,5,4,428,70,17.958041958041957,0.16355140186915887,0.0,0.0425531914893617,7.356542056074766,nan,nan
4358853,3.0,10,666,4,3,528,57,26.4,0.10795454545454546,0.0,0.022727272727272728,6.995643939393939,nan,nan
4359232,3.0,10,681,3,2,590,170,10.381231671554252,0.288135593220339,0.0,0.00641025641025641,6.765762711864407,nan,nan
4370045,3.0,10,720,4,3,467,95,14.74736842105263,0.20342612419700215,0.0,0.0273972602739726,8.422483940042827,nan,nan
4389353,3.0,10,650,5,4,462,93,13.92964824120603,0.2012987012987013,0.0,0.012048192771084338,10.754761904761905,nan,nan
4389414,3.0,10,645,5,5,422,75,18.085714285714285,0.17772511848341233,0.0,0.11428571428571428,11.379383886255924,nan,nan
4392729,3.0,10,652,4,3,478,82,16.674418604651162,0.17154811715481172,0.0,0.014084507042253521,10.01757322175732,nan,nan
4393045,3.0,10,936,4,3,438,61,20.215384615384615,0.13926940639269406,0.0,0.02,7.698858447488584,nan,nan
4440451,3.0,10,657,3,2,546,130,14.756756756756756,0.23809523809523808,0.008264462809917356,0.05263157894736842,8.472527472527473,nan,nan
4443744,3.0,10,710,7,6,399,108,11.345971563981042,0.2706766917293233,0.0,0.02857142857142857,11.817543859649122,nan,nan
4448887,3.0,10,666,6,6,333,35,21.25531914893617,0.10510510510510511,0.0,0.0,10.246846846846847,nan,nan
4469551,3.0,10,670,4,3,512,97,17.554285714285715,0.189453125,0.0,0.0784313725490196,9.099609375,nan,nan
4472905,3.0,10,816,4,3,463,72,18.276315789473685,0.15550755939524838,0.0,0.016129032258064516,8.590064794816413,nan,nan
4473229,3.0,10,673,4,4,446,76,16.725,0.17040358744394618,0.0,0.015384615384615385,9.007399103139013,nan,nan
4481970,3.0,10,642,3,2,494,54,27.962264150943398,0.10931174089068826,0.0,0.058823529411764705,6.439676113360323,nan,nan
4482888,3.0,10,647,1,0,647,151,14.704545454545455,0.23338485316846985,0.0,0.04081632653061224,6.302782071097373,nan,nan
4487550,3.0,10,653,4,3,480,83,19.072847682119207,0.17291666666666666,0.0,0.1,8.012083333333333,nan,nan
4487946,3.0,10,710,2,1,227,66,11.073170731707316,0.2907488986784141,0.0,0.046511627906976744,11.013656387665199,nan,nan
4504164,3.0,10,649,5,5,364,61,15.380281690140846,0.16758241758241757,0.0,0.0,10.55989010989011,nan,nan
4527487,3.0,10,671,4,5,134,11,21.157894736842106,0.08208955223880597,0.0,0.0,18.37313432835821,nan,nan
4544584,3.0,10,672,4,3,540,73,22.040816326530614,0.13518518518518519,0.0,0.03773584905660377,8.523888888888889,nan,nan
4547202,3.0,10,696,5,4,436,48,24.0,0.11009174311926606,0.0,0.02631578947368421,7.061697247706422,nan,nan
4559519,3.0,10,991,6,5,358,61,16.78125,0.17039106145251395,0.0,0.05263157894736842,9.407541899441341,nan,nan
4575701,3.0,10,700,2,1,657,206,9.567961165048544,0.3135464231354642,0.0,0.005128205128205128,8.43896499238965,nan,nan
4579744,3.0,10,678,6,5,377,61,15.493150684931507,0.16180371352785147,0.0,0.0,10.9710875331565,nan,nan
4605892,3.0,10,678,2,3,41,2,20.5,0.04878048780487805,0.0,0.0,23.03170731707317,nan,nan
4668185,3.0,10,641,7,6,372,76,12.4,0.20430107526881722,0.0,0.0,11.943010752688172,nan,nan
4705097,3.0,10,659,4,4,451,78,16.4,0.1729490022172949,0.0,0.014705882352941176,7.669623059866963,nan,nan
4724133,3.0,10,650,4,4,454,74,16.609756097560975,0.16299559471365638,0.0,0.0,7.318722466960352,nan,nan
4749525,3.0,10,805,3,2,526,58,24.65625,0.11026615969581749,0.0,0.0,6.424144486692015,nan,nan
4754626,3.0,10,1144,5,4,433,68,18.295774647887324,0.15704387990762125,0.0,0.04081632653061224,9.375057736720555,nan,nan
4754956,3.0,10,647,5,4,419,94,12.958762886597938,0.2243436754176611,0.0,0.02702702702702703,8.549403341288782,nan,nan
4775763,3.0,10,718,6,5,449,72,16.8375,0.1603563474387528,0.0,0.016129032258064516,8.130289532293986,nan,nan
4785421,3.0,10,773,4,4,460,55,23.19327731092437,0.11956521739130435,0.0,0.022222222222222223,7.079130434782609,nan,nan
4789937,3.0,10,678,4,4,524,71,22.140845070422536,0.13549618320610687,0.0,0.04,8.836832061068701,nan,nan
4792515,3.0,10,705,7,6,236,27,17.26829268292683,0.11440677966101695,0.0,0.0,10.16228813559322,nan,nan
4811115,3.0,10,643,4,3,483,48,28.41176470588235,0.09937888198757763,0.0,0.02857142857142857,7.326708074534162,nan,nan
4824328,3.0,10,688,4,3,355,38,25.357142857142858,0.10704225352112676,0.0,0.037037037037037035,7.223943661971831,nan,nan
4861227,3.0,10,710,7,6,240,33,15.319148936170214,0.1375,0.0,0.0,10.085,nan,nan
4861687,3.0,10,746,8,7,302,66,11.615384615384615,0.2185430463576159,0.0,0.01818181818181818,8.439403973509933,nan,nan
4862222,3.0,10,670,4,3,486,144,9.592105263157896,0.2962962962962963,0.0,0.0,7.132921810699588,nan,nan
4862380,3.0,10,660,3,2,522,75,21.306122448979593,0.14367816091954022,0.0,0.037037037037037035,6.348084291187739,nan,nan
4865550,3.0,10,642,5,5,382,95,11.875647668393782,0.2486910994764398,0.0,0.027777777777777776,9.558638743455498,nan,nan
4865558,3.0,10,649,5,4,503,135,11.345864661654135,0.268389662027833,0.0,0.02912621359223301,8.695626242544732,nan,nan
4912927,3.0,10,674,2,1,638,185,10.783098591549296,0.28996865203761757,0.0,0.01948051948051948,7.774294670846395,nan,nan
4915833,3.0,10,675,4,3,479,96,15.619565217391305,0.20041753653444677,0.0,0.047619047619047616,9.793110647181628,nan,nan
4940890,3.0,10,683,3,2,530,89,20.254777070063696,0.16792452830188678,0.0,0.09090909090909091,8.779245283018868,nan,nan
5244934,3.0,10,656,6,6,274,27,24.176470588235293,0.09854014598540146,0.0,0.06666666666666667,17.415693430656933,nan,nan
5351422,3.0,10,654,4,3,487,88,17.188235294117646,0.1806981519507187,0.0,0.05263157894736842,12.084804928131417,nan,nan
5477477,3.0,10,678,2,2,586,134,14.292682926829269,0.22866894197952217,0.0,0.02040816326530612,9.527645051194538,nan,nan
5499001,3.0,10,670,2,1,632,165,15.669421487603305,0.2610759493670886,0.0,0.14,8.77610759493671,nan,nan
5503058,3.0,10,916,6,5,414,65,20.032258064516128,0.1570048309178744,0.0,0.16666666666666666,12.582367149758454,nan,nan
5503168,3.0,10,695,6,5,336,39,19.764705882352942,0.11607142857142858,0.0,0.0,11.637202380952381,nan,nan
5503359,3.0,10,716,6,6,319,31,22.25581395348837,0.09717868338557993,0.0,0.0,14.659247648902822,nan,nan
5540718,3.0,10,663,6,6,333,47,16.93220338983051,0.14114114114114115,0.0,0.0,7.207207207207207,nan,nan
5540722,3.0,10,691,5,5,426,35,28.4,0.08215962441314555,0.0,0.0,6.161971830985915,nan,nan
5540733,3.0,10,641,4,3,490,56,26.01769911504425,0.11428571428571428,0.0,0.05555555555555555,5.480816326530612,nan,nan
5540847,3.0,10,869,6,6,375,39,22.058823529411764,0.104,0.0,0.0,6.7157333333333336,nan,nan
5547018,3.0,10,649,6,5,388,68,15.31578947368421,0.17525773195876287,0.0,0.017241379310344827,9.117010309278351,nan,nan
5565253,3.0,10,670,4,5,385,39,26.86046511627907,0.1012987012987013,0.0,0.03571428571428571,5.7020779220779225,nan,nan
5615881,3.0,10,1051,6,6,357,58,15.3,0.16246498599439776,0.0,0.0,7.2521008403361344,nan,nan
5615968,3.0,10,642,6,5,378,70,15.428571428571429,0.18518518518518517,0.0,0.041666666666666664,7.0089947089947096,nan,nan
5615986,3.0,10,685,5,4,343,49,18.880733944954127,0.14285714285714285,0.0,0.02631578947368421,6.590962099125364,nan,nan
5615988,3.0,10,671,6,5,356,53,18.736842105263158,0.14887640449438203,0.0,0.0625,7.4525280898876405,nan,nan
5616015,3.0,10,657,2,1,624,131,15.21951219512195,0.20993589743589744,0.0,0.030612244897959183,7.098397435897435,nan,nan
5633515,3.0,10,663,6,5,410,67,15.569620253164556,0.16341463414634147,0.0,0.0,8.517317073170732,nan,nan
5692189,3.0,10,1527,6,5,401,57,17.434782608695652,0.14214463840399003,0.0,0.0,9.694513715710723,nan,nan
5705278,3.0,10,643,8,7,323,56,13.458333333333334,0.17337461300309598,0.0,0.0,8.781733746130032,nan,nan
5705752,3.0,10,682,5,4,434,64,17.594594594594593,0.14746543778801843,0.0,0.0,7.167972350230415,nan,nan
5706077,3.0,10,656,5,5,382,43,21.62264150943396,0.112565445026178,0.0,0.0,7.664397905759163,nan,nan
5706137,3.0,10,737,7,7,173,16,17.3,0.09248554913294797,0.0,0.0,9.388439306358382,nan,nan
5715345,3.0,10,923,4,3,491,71,18.645569620253166,0.1446028513238289,0.0,0.0,6.683910386965377,nan,nan
5771585,3.0,10,720,6,5,355,34,23.152173913043477,0.09577464788732394,0.0,0.0,7.375774647887324,nan,nan
5771621,3.0,10,675,6,5,379,37,23.20408163265306,0.09762532981530343,0.0,0.0,5.428759894459103,nan,nan
5772092,3.0,10,729,8,7,335,39,18.272727272727273,0.11641791044776119,0.0,0.0,7.246865671641791,nan,nan
5772102,3.0,10,725,5,4,359,39,21.979591836734695,0.10863509749303621,0.0,0.0,6.843454038997215,nan,nan
5772192,3.0,10,706,7,6,381,42,20.410714285714285,0.11023622047244094,0.0,0.0,7.461417322834646,nan,nan
5874746,3.0,10,729,6,6,364,48,18.2,0.13186813186813187,0.0,0.0,6.418681318681319,nan,nan
5874767,3.0,10,1278,8,7,245,25,17.926829268292682,0.10204081632653061,0.0,0.0,7.164489795918367,nan,nan
5874769,3.0,10,649,6,6,322,36,20.125,0.11180124223602485,0.0,0.0,6.562422360248447,nan,nan
5874787,3.0,10,1064,5,5,225,24,19.852941176470587,0.10666666666666667,0.0,0.0,6.754666666666666,nan,nan
5875173,3.0,10,712,4,4,95,6,20.357142857142858,0.06315789473684211,0.0,0.0,8.290526315789474,nan,nan
5882173,3.0,10,665,8,7,273,37,15.452830188679245,0.13553113553113552,0.0,0.0,7.203663003663003,nan,nan
5969330,3.0,10,721,6,5,459,126,9.978260869565217,0.27450980392156865,0.0,0.0,7.038562091503268,nan,nan
5969331,3.0,10,706,6,5,359,50,20.32075471698113,0.1392757660167131,0.0,0.07142857142857142,8.390529247910862,nan,nan
5969362,3.0,10,672,5,5,449,53,22.638655462184875,0.11804008908685969,0.0,0.023255813953488372,6.868151447661471,nan,nan
6058407,3.0,10,696,7,7,329,82,10.28125,0.24924012158054712,0.0,0.0,7.7902735562310035,nan,nan
6062407,3.0,10,666,7,6,333,45,18.0,0.13513513513513514,0.0,0.027777777777777776,8.166666666666666,nan,nan
