strategy,capacity,dp_epsilon_m,n_trajectories,n_points_mean,n_points_median,n_points_std,n_points_min,n_points_max,n_moves_mean,n_moves_median,n_moves_std,n_moves_min,n_moves_max,n_stops_mean,n_stops_median,n_stops_std,n_stops_min,n_stops_max,n_move_points_mean,n_move_points_median,n_move_points_std,n_move_points_min,n_move_points_max,n_move_keypoints_mean,n_move_keypoints_median,n_move_keypoints_std,n_move_keypoints_min,n_move_keypoints_max,move_cr_mean,move_cr_median,move_cr_std,move_cr_min,move_cr_max,move_mean_sed_m_mean,move_mean_sed_m_median,move_mean_sed_m_std,move_mean_sed_m_min,move_mean_sed_m_max,move_max_sed_m_mean,move_max_sed_m_median,move_max_sed_m_std,move_max_sed_m_min,move_max_sed_m_max,move_latency_us_per_point_mean,move_latency_us_per_point_median,move_latency_us_per_point_std,move_latency_us_per_point_min,move_latency_us_per_point_max,eviction_hit_rate_mean,eviction_hit_rate_median,eviction_hit_rate_std,eviction_hit_rate_min,eviction_hit_rate_max,passes_sed_budget
squish_dp,4000,20.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,9.96,7.0,6.909106858035818,2.0,30.0,51.582628763168316,42.88690476190476,32.61072163042035,16.4,228.5,43.66394295411371,36.743489347515414,26.295409048392795,8.889111409949553,190.09758274557723,146.0886687529434,134.75724172238512,62.308051197884396,30.045325880476458,372.391474339163,2.056759719756313,1.825846175013759,1.0489009609151319,0.6255707762557078,5.116344086021505,0.0,0.0,0.0,0.0,0.0,0
squish_dp,100,20.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,10.01,7.0,6.96817440549923,2.0,32.0,51.49126370863286,42.22857142857143,32.66883234693822,16.4,228.5,43.662168154663966,36.30163972523788,26.315683670172476,8.889111409949553,190.09758274557723,145.76866968161116,132.55508256446365,61.85999403574178,30.045325880476458,372.391474339163,8.514124144662587,8.819661158337968,2.789284880208503,0.7151515151515152,15.05072886297376,0.7645952380952381,1.0,0.3185895599401825,0.0,1.0,0
squish_dp,200,20.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,9.97,7.0,6.852640868211822,2.0,29.0,51.51001441374962,41.44285714285714,32.63124051724952,16.4,228.5,43.602144225248935,36.743489347515414,26.285547920177155,8.889111409949553,190.09758274557723,145.72327763839806,134.75724172238512,62.1798290580762,30.045325880476458,372.391474339163,6.240308027164038,6.62489607893912,3.5615473383353144,0.6530303030303031,12.394675540765391,0.6181666666666666,1.0,0.432757290006618,0.0,1.0,0
squish_dp,50,20.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,9.78,8.0,6.368451280898027,2.0,27.0,51.46667808721294,41.39090909090909,32.28925009960035,16.4,228.5,44.27120713475223,37.37160575392936,25.945221217163564,8.889111409949553,190.09758274557723,144.9653879181289,134.75724172238512,62.977614543764325,30.045325880476458,372.391474339163,10.861527479636036,10.00669579745534,3.2077545333405997,4.862121212121211,21.456643356643358,0.8758571428571429,1.0,0.20813029204283914,0.2857142857142857,1.0,0
pure_dp,0,15.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,11.16,8.5,8.326324325155534,2.0,38.0,47.82336718369652,39.85314685314685,31.28061925807518,15.81578947368421,228.5,40.14981456779964,32.751685603222455,22.98811236981172,8.889111409949553,105.19744102014135,138.85607235500555,126.84963656474027,61.97131440492377,30.045325880476458,306.09847681685676,2.1939034319630926,2.006317194470855,1.0370511802466666,0.6949771689497717,4.976337115072933,nan,nan,nan,nan,nan,0
squish_dp,100,15.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,11.11,8.0,8.227687918537534,2.0,36.0,47.87727771992621,39.85314685314685,31.231249214434087,16.4,228.5,40.364628841545006,32.71089228265495,22.93943236532271,8.889111409949553,105.19744102014135,138.99556338239168,126.84963656474027,61.586181528027325,30.045325880476458,303.4051726884247,8.807863746801523,9.18090295391579,2.9374043848882767,0.6803030303030303,14.998042704626334,0.7645952380952381,1.0,0.3185895599401825,0.0,1.0,0
squish_dp,200,15.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,11.13,8.0,8.349263561548529,2.0,39.0,47.98265831441787,39.85314685314685,31.32386773177906,15.41025641025641,228.5,40.21084725461662,32.80530991321399,22.936832744664798,8.889111409949553,105.19744102014135,138.98065329593717,126.84963656474027,61.61758500825503,30.045325880476458,303.4051726884247,6.555553904554401,6.912830403864216,3.6591873156772943,0.6878787878787879,14.562833333333334,0.6181666666666666,1.0,0.432757290006618,0.0,1.0,0
squish_dp,500,15.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,11.16,8.5,8.326324325155534,2.0,38.0,47.82336718369652,39.85314685314685,31.28061925807518,15.81578947368421,228.5,40.15118629726545,32.751685603222455,22.98770126476867,8.889111409949553,105.19744102014135,138.85607235500555,126.84963656474027,61.97131440492377,30.045325880476458,306.09847681685676,3.0942846360972056,2.060515990748253,2.844276128989143,0.6452054794520549,11.367720465890184,0.145,0.0,0.3502884814007166,0.0,1.0,0
squish_dp,1000,15.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,11.16,8.5,8.326324325155534,2.0,38.0,47.82336718369652,39.85314685314685,31.28061925807518,15.81578947368421,228.5,40.14981456779964,32.751685603222455,22.98811236981172,8.889111409949553,105.19744102014135,138.85607235500555,126.84963656474027,61.97131440492377,30.045325880476458,306.09847681685676,2.1635313534100793,1.9393877866958822,1.0311992532468297,0.6378995433789953,4.634442595673877,0.0,0.0,0.0,0.0,0.0,0
squish_dp,2000,15.0,100,443.41,399.0,181.22055845869366,216.0,989.0,1.97,1.0,1.3062012158016145,1.0,7.0,1.17,1.0,1.4217289232878156,0.0,6.0,376.67,365.0,146.60618966634678,66.0,617.0,11.16,8.5,8.326324325155534,2.0,38.0,47.82336718369652,39.85314685314685,31.28061925807518,15.81578947368421,228.5,40.14981456779964,32.751685603222455,22.98811236981172,8.889111409949553,105.19744102014135,138.85607235500555,126.84963656474027,61.97131440492377,30.045325880476458,306.09847681685676,2.318811080309308,2.1426377250675923,1.0879724821580339,0.6636363636363636,5.294607843137255,0.0,0.0,0.0,0.0,0.0,0
