trajectory,dp_epsilon_m,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_mean_sed_m,move_max_sed_m,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
7799211,6.0,232,3,2,149,9,16.555555555555557,16.793913456562866,52.952413332795416,1.3536912751677852,1.351006711409396,1.3543624161073826
7799420,6.0,317,2,2,245,9,27.22222222222222,19.884541547868324,66.67101405580844,1.9918367346938775,1.9889795918367348,2.115918367346939
7799507,6.0,310,4,3,193,12,16.083333333333332,18.24401674745838,68.17106179385803,1.7766839378238342,1.7678756476683937,1.8196891191709843
7852277,6.0,247,2,2,171,6,28.5,39.54584067513934,104.38325323514735,1.4608187134502926,1.4532163742690059,1.4619883040935673
7852403,6.0,290,2,1,259,5,51.8,27.531282760242288,89.95200602948063,1.0231660231660231,1.022007722007722,2.2057915057915056
7852411,6.0,607,3,2,504,25,20.16,26.081319925131186,122.78785857395613,3.2543650793650793,2.9998015873015875,4.381746031746032
7852420,6.0,606,3,2,528,18,29.333333333333332,16.539487372415376,59.13767357839732,2.399242424242424,2.349621212121212,3.113257575757576
7852422,6.0,216,2,1,184,5,36.8,30.40880930581184,99.09067743993141,1.1527173913043478,1.1510869565217392,1.1581521739130434
7852445,6.0,307,2,1,259,5,51.8,50.71977109415964,121.67274390555193,0.9899613899613898,0.9884169884169884,1.0038610038610039
7852451,6.0,314,2,1,258,7,36.857142857142854,38.805455377499385,99.62232083903712,1.437596899224806,1.433720930232558,1.5670542635658915
8354596,6.0,385,1,0,385,11,35.0,32.27885243790537,75.75652534545962,2.645194805194805,2.414805194805195,2.762857142857143
10752853,7.0,615,1,0,615,26,23.653846153846153,71.57503304398638,247.38825703214854,3.3609756097560974,3.269756097560976,3.991219512195122
10752864,7.0,232,2,1,184,8,23.0,20.85325763641569,59.21975742405411,3.3532608695652173,3.3304347826086955,4.726630434782609
10752951,7.0,610,1,0,610,35,17.428571428571427,24.579532706101762,190.65768688614662,6.350491803278689,4.882950819672131,6.793934426229509
10892045,7.0,323,2,1,275,9,30.555555555555557,30.62872595541441,83.51539322786823,2.432363636363636,2.404,2.438909090909091
10934834,7.0,242,2,1,208,7,29.714285714285715,22.960980908253493,84.71139623224774,1.8317307692307692,1.779326923076923,2.166826923076923
10934933,7.0,423,2,1,391,7,55.857142857142854,37.22626163421912,126.38802888197448,1.3258312020460357,1.3214833759590794,1.337084398976982
10935081,7.0,278,2,1,244,6,40.666666666666664,40.127190221667725,120.59131451090776,2.392622950819672,2.0471311475409837,2.4991803278688525
10935136,7.0,308,1,1,258,3,86.0,61.41021629602962,138.36283216062105,1.5093023255813953,1.5069767441860467,1.5127906976744185
10935148,7.0,237,2,2,152,4,38.0,16.61107045189612,48.29752297059735,0.7559210526315789,0.7532894736842105,0.8881578947368421
10935358,7.0,636,4,3,526,19,27.68421052631579,26.4583195780811,122.2646190658222,3.3530418250950573,3.0138783269961977,3.466730038022814
10935638,7.0,228,1,0,228,4,57.0,58.1990607481123,112.67885165823557,2.0425438596491228,1.8232456140350877,2.68640350877193
10935844,7.0,607,1,0,607,31,19.580645161290324,25.114682306319224,143.43300099960166,5.452059308072488,5.363261943986821,6.457825370675454
10969051,7.0,601,1,0,601,49,12.26530612244898,9.204620008540314,79.92763086022647,5.37820299500832,5.19351081530782,5.780698835274542
11058912,7.0,601,1,0,601,42,14.30952380952381,13.335378601418789,83.38484316090218,6.688851913477538,6.475207986688852,8.209816971713812
11071635,7.0,423,1,0,423,14,30.214285714285715,56.19971326465355,229.80320787550093,3.925768321513002,3.7011820330969263,4.373049645390071
11071677,7.0,459,2,1,427,6,71.16666666666667,60.12663216135898,210.2289244676195,1.3594847775175645,1.3353629976580796,1.4173302107728338
11071727,7.0,411,1,0,411,9,45.666666666666664,44.2004052398178,172.9202998774528,3.137956204379562,3.079075425790754,4.842579075425791
11071733,7.0,257,1,0,257,11,23.363636363636363,20.32374698698226,62.42600495477309,3.259922178988327,3.1929961089494165,3.837354085603113
11071965,7.0,535,4,3,431,16,26.9375,66.5577507389302,241.85350265010942,2.1473317865429236,2.1271461716937354,2.808584686774942
11092058,7.0,446,1,1,397,12,33.083333333333336,58.40926388705831,256.85620012607563,5.275566750629723,4.25264483627204,6.649622166246852
11092072,7.0,247,1,0,247,16,15.4375,14.250991809306509,53.84396506223313,3.58502024291498,3.567611336032389,3.6603238866396763
4300268,7.0,961,5,5,439,14,31.357142857142858,32.01343916712747,102.55935557542934,2.277220956719818,1.8671981776765376,2.388838268792711
4303167,7.0,610,4,3,503,16,31.4375,36.29749970776024,114.23799322102164,1.9238568588469185,1.8866799204771372,3.482902584493042
4303201,7.0,600,1,0,600,41,14.634146341463415,18.05353670656211,125.11379402149649,4.8486666666666665,4.7255,5.3205
4326816,7.0,606,6,6,373,20,18.65,17.232453587982846,77.91394915220629,3.2289544235924934,1.8597855227882039,3.5101876675603214
4453473,7.0,610,2,1,577,36,16.02777777777778,72.09291920536234,259.5485470921057,2.8766031195840553,2.8746967071057195,3.0587521663778166
4636267,7.0,624,5,4,438,21,20.857142857142858,20.24675938170742,75.32346750112889,2.33310502283105,2.1591324200913244,2.4794520547945207
4652239,7.0,601,4,3,481,18,26.72222222222222,26.337045269246016,126.04616503938539,2.1621621621621623,2.113929313929314,2.811850311850312
4660369,7.0,640,2,1,608,33,18.424242424242426,20.569477135609272,86.07496082522918,4.228947368421053,4.172039473684211,4.399671052631579
4748312,7.0,624,5,4,418,11,38.0,34.11744201233581,155.83039118940323,1.3736842105263158,0.9834928229665072,1.790909090909091
4748313,7.0,770,5,4,528,24,22.0,29.847318120494254,149.50491511941294,2.3257575757575757,2.310416666666667,2.609090909090909
4779685,7.0,669,6,5,397,22,18.045454545454547,14.844478178616386,103.37663704878372,2.2939546599496223,2.2710327455919397,2.3256926952141055
4792372,7.0,609,3,3,468,10,46.8,42.581823320874136,155.0430398719643,1.214957264957265,1.2130341880341882,1.245940170940171
4793806,7.0,609,2,1,556,14,39.714285714285715,32.87588412631454,131.40659595369604,3.2133093525179857,2.8951438848920863,5.066007194244604
4798549,7.0,661,6,5,471,28,16.821428571428573,12.233603372903548,109.31950463193047,2.621443736730361,2.597876857749469,2.665817409766454
4944723,7.0,650,5,5,449,22,20.40909090909091,11.663315062518357,60.23784787600764,2.4596881959910917,2.363028953229399,2.485523385300668
4981908,7.0,251,1,0,251,4,62.75,103.13707121137882,231.0615049495124,1.80398406374502,1.7517928286852589,1.8561752988047808
5084249,7.0,600,1,0,600,23,26.08695652173913,45.26919830434147,306.09847681685676,5.034666666666667,4.732333333333333,5.411
5133027,7.0,628,4,4,444,21,21.142857142857142,10.81536371254685,58.54621865349189,3.6281531531531535,3.4941441441441445,4.000900900900901
