trajectory,strategy,n_stops,n_stop_points,avg_sed_m,max_sed_m,p95_sed_m,latency_us_per_stop,latency_us_per_point,latency_p25_us_per_point,latency_p75_us_per_point
5917923,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
5936666,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
5936666,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
5936666,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
5936666,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6014730,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
6014730,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6014730,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6014730,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6051512,centroid,1,33,3.032685746090897,11.447736472611137,7.840105018317226,5.4,0.16363636363636364,0.1606060606060606,0.16363636363636364
6051512,medoid,1,33,2.424538446333621,13.27585002159221,9.668393163278196,266.0,8.06060606060606,7.927272727272728,9.024242424242425
6051512,snap_to_nearest,1,33,3.0966901298591893,11.2873012892826,7.7191237086579285,13.2,0.39999999999999997,0.39090909090909093,0.40303030303030307
6051512,first_point,1,33,11.447881633024371,18.35668404047708,14.138129116298117,2.0,0.06060606060606061,0.06060606060606061,0.06666666666666667
6053686,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
6053686,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6053686,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6053686,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6171971,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
6171971,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6171971,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6171971,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6172561,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
6172561,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6172561,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6172561,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6357847,centroid,6,358,1.4848769594930122,14.150434221604513,7.066360151299668,6.55,0.10977653631284916,0.10670391061452515,0.12988826815642457
6357847,medoid,6,358,1.4296243624913065,14.537235508281164,6.938542028612368,1073.3833333333334,17.989664804469275,17.130167597765364,18.260614525139665
6357847,snap_to_nearest,6,358,1.4624537786442573,14.364650758098259,7.006127461239432,19.016666666666666,0.3187150837988827,0.31731843575418994,0.32318435754189945
6357847,first_point,6,358,12.02661583493025,25.45643525503159,15.54677370802278,1.7833333333333332,0.02988826815642458,0.029608938547486034,0.02988826815642458
6358495,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
