strategy,n_trajectories,n_stops_mean,n_stops_median,n_stops_std,n_stops_min,n_stops_max,n_stop_points_mean,n_stop_points_median,n_stop_points_std,n_stop_points_min,n_stop_points_max,avg_sed_m_mean,avg_sed_m_median,avg_sed_m_std,avg_sed_m_min,avg_sed_m_max,max_sed_m_mean,max_sed_m_median,max_sed_m_std,max_sed_m_min,max_sed_m_max,p95_sed_m_mean,p95_sed_m_median,p95_sed_m_std,p95_sed_m_min,p95_sed_m_max,latency_us_per_stop_mean,latency_us_per_stop_median,latency_us_per_stop_std,latency_us_per_stop_min,latency_us_per_stop_max,latency_us_per_point_mean,latency_us_per_point_median,latency_us_per_point_std,latency_us_per_point_min,latency_us_per_point_max,passes_sed_budget
medoid,100,1.17,1.0,1.4217289232878156,0.0,6.0,66.74,36.0,108.24827616608633,0.0,642.0,2.7872183355693574,2.331153938303753,1.4862728325290773,1.3021334760845225,8.246560064161518,14.032539805197413,13.565274578091762,3.222632911483915,9.255460554192426,28.402677567944615,9.21904427858746,8.710581610157597,3.5835638748143905,3.3101175777148764,22.053461436897837,1098.5681286549707,581.0,2102.4910922722206,242.6,10397.2,15.789278290484633,12.189375,14.045350011276154,7.825806451612903,80.57383177570094,1
snap_to_nearest,100,1.17,1.0,1.4217289232878156,0.0,6.0,66.74,36.0,108.24827616608633,0.0,642.0,2.901582189969111,2.429952575641523,1.5287252046964817,1.33941103574086,8.326961852647218,13.526705815832083,13.328562110378556,2.8898959141891454,9.0229648702522,25.04862489033019,8.75046460958416,8.35010375230256,3.033975301988328,3.210801387487624,22.053461436897837,19.16625730994152,16.3,8.062707431075323,11.7,44.275,0.3846655386536081,0.3471698113207547,0.10643495354583855,0.27641509433962264,0.7678362573099415,1
centroid,100,1.17,1.0,1.4217289232878156,0.0,6.0,66.74,36.0,108.24827616608633,0.0,642.0,2.9324858753792995,2.4820540599445176,1.5223769103805604,1.37110405511364,8.282393439065583,13.459756414208272,13.062212082718341,2.8437241760327057,8.980976910889774,24.085750670805826,8.595326889242004,8.14916953296659,2.9884527866205453,3.2100523821766638,22.207227066817985,6.456812865497076,6.1,1.2521350132231985,5.0,10.7,0.13616848095695136,0.13111111111111112,0.03528354934965846,0.07016393442622951,0.267741935483871,1
first_point,100,1.17,1.0,1.4217289232878156,0.0,6.0,66.74,36.0,108.24827616608633,0.0,642.0,11.59430342921797,11.45383494528913,2.1538402523945734,4.320478134264146,18.561738332352185,23.741315952005365,23.97394903322167,7.0882978515152475,11.25973768670115,47.88418416437422,17.4129863574095,16.31209874037078,5.5672021307135875,10.845455362803515,42.58381825457495,2.1044736842105265,2.0,0.4919686479693552,1.675,4.05,0.04573934102607188,0.044444444444444446,0.014908731036109409,0.01180327868852459,0.07933333333333334,1
