trajectory,gamma_mps,k,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_retention_ratio,e_match_rate,v_match_rate,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
4326816,2.0,3,606,4,4,446,85,20.74418604651163,0.1905829596412556,0.02631578947368421,1.0,7.11390134529148,nan,nan
4453473,2.0,3,610,3,2,512,129,15.058823529411764,0.251953125,0.07,0.9,7.6193359375,nan,nan
4636267,2.0,3,624,4,3,474,114,15.888268156424582,0.24050632911392406,0.0,1.0,11.060759493670886,nan,nan
4652239,2.0,3,601,4,4,432,144,13.224489795918368,0.3333333333333333,0.11,0.9375,9.301851851851852,nan,nan
4660369,2.0,3,640,3,2,523,110,19.490683229813666,0.21032504780114722,0.0425531914893617,1.0,7.930783938814532,nan,nan
4748312,2.0,3,624,5,4,435,72,20.551181102362204,0.16551724137931034,0.04918032786885246,0.8333333333333334,10.950344827586205,nan,nan
4748313,2.0,3,770,3,2,465,133,14.68421052631579,0.2860215053763441,0.007692307692307693,1.0,6.936774193548387,nan,nan
4779685,2.0,3,669,5,4,405,73,19.133858267716537,0.18024691358024691,0.029850746268656716,1.0,10.647407407407407,nan,nan
4792372,2.0,3,609,3,3,455,93,19.640287769784173,0.2043956043956044,0.022988505747126436,1.0,5.556263736263736,nan,nan
4793806,2.0,3,609,4,3,441,127,14.0,0.28798185941043086,0.03636363636363636,0.8666666666666667,6.462358276643991,nan,nan
4798549,2.0,3,661,5,4,447,74,20.318181818181817,0.16554809843400448,0.029850746268656716,0.625,8.982326621923937,nan,nan
4944723,2.0,3,650,5,5,292,57,16.846153846153847,0.1952054794520548,0.0,1.0,11.639726027397261,nan,nan
4981908,2.0,3,251,1,0,251,48,22.47761194029851,0.19123505976095617,0.05555555555555555,0.8333333333333334,6.502788844621514,nan,nan
5084249,2.0,3,600,1,0,600,146,14.754098360655737,0.24333333333333335,0.0,0.20689655172413793,4.6585,nan,nan
5133027,2.0,3,628,4,4,395,81,18.661417322834644,0.20506329113924052,0.0,0.8,6.288101265822785,nan,nan
5285957,2.0,3,387,1,0,387,53,29.025,0.13695090439276486,0.0,1.0,9.866408268733851,nan,nan
5286334,2.0,3,342,1,0,342,78,19.177570093457945,0.22807017543859648,0.028985507246376812,0.875,5.09093567251462,nan,nan
5395622,2.0,3,231,2,1,198,47,16.273972602739725,0.23737373737373738,0.0,1.0,6.471717171717172,nan,nan
5538668,2.0,3,617,1,0,617,145,16.751131221719458,0.23500810372771475,0.049586776859504134,0.6296296296296297,4.063695299837926,nan,nan
5670672,2.0,3,264,3,2,145,19,20.714285714285715,0.1310344827586207,0.0,0.75,8.46,nan,nan
5729758,2.0,3,253,1,0,253,52,20.513513513513512,0.20553359683794467,0.0,1.0,8.972727272727273,nan,nan
5763820,2.0,3,989,4,5,347,82,18.756756756756758,0.23631123919308358,0.034482758620689655,0.8,7.27521613832853,nan,nan
5917923,2.0,3,272,1,0,272,70,16.15841584158416,0.25735294117647056,0.0,1.0,5.643014705882353,nan,nan
5936666,2.0,3,602,1,0,602,146,16.95774647887324,0.2425249169435216,0.0,1.0,4.761627906976744,nan,nan
6014730,2.0,3,219,1,0,219,57,15.642857142857142,0.2602739726027397,0.0,1.0,6.1118721461187215,nan,nan
6051512,2.0,3,601,2,1,568,98,23.183673469387756,0.17253521126760563,0.0,0.8333333333333334,4.9873239436619725,nan,nan
6053686,2.0,3,602,1,0,602,144,18.150753768844222,0.23920265780730898,0.014492753623188406,0.9285714285714286,6.2046511627906975,nan,nan
6171971,2.0,3,372,1,0,372,58,25.953488372093023,0.15591397849462366,0.0,0.5555555555555556,5.442204301075269,nan,nan
6172561,2.0,3,239,1,0,239,51,20.782608695652176,0.21338912133891214,0.0,1.0,6.2418410041841,nan,nan
6357847,2.0,3,716,7,6,358,99,12.56140350877193,0.276536312849162,0.0,0.8571428571428571,13.139106145251397,nan,nan
6358495,2.0,3,308,1,0,308,45,27.176470588235293,0.1461038961038961,0.08333333333333333,1.0,5.111688311688312,nan,nan
6422329,2.0,3,269,1,0,269,23,44.833333333333336,0.08550185873605948,0.0,0.6666666666666666,3.632342007434944,nan,nan
6547817,2.0,3,320,1,1,288,62,24.338028169014084,0.2152777777777778,0.022222222222222223,1.0,9.490277777777777,nan,nan
6547822,2.0,3,341,4,3,218,34,20.123076923076923,0.1559633027522936,0.17391304347826086,1.0,13.203211009174312,nan,nan
6756778,2.0,3,498,1,1,457,66,30.466666666666665,0.14442013129102846,0.0,0.8333333333333334,5.6652078774617065,nan,nan
6896919,2.0,3,619,2,1,564,90,29.17241379310345,0.1595744680851064,0.0967741935483871,1.0,6.105851063829787,nan,nan
6920600,2.0,3,225,1,0,225,52,21.774193548387096,0.2311111111111111,0.1,1.0,7.138222222222222,nan,nan
6922501,2.0,3,273,1,1,239,48,22.06153846153846,0.200836820083682,0.023255813953488372,1.0,6.22887029288703,nan,nan
6922622,2.0,3,453,1,0,453,79,24.70909090909091,0.17439293598233996,0.0,1.0,5.994922737306843,nan,nan
6941418,2.0,3,282,2,1,251,39,24.29032258064516,0.1553784860557769,0.027777777777777776,0.8,9.276892430278885,nan,nan
6984632,2.0,3,617,2,1,578,197,12.940298507462687,0.3408304498269896,0.029585798816568046,0.72,7.210553633217993,nan,nan
7555066,2.0,3,339,1,0,339,79,20.138613861386137,0.23303834808259588,0.07017543859649122,0.875,5.00117994100295,nan,nan
7557391,2.0,3,302,1,0,302,80,16.324324324324323,0.26490066225165565,0.0,1.0,9.814900662251656,nan,nan
7563440,2.0,3,591,1,0,591,145,18.091836734693878,0.24534686971235195,0.0,1.0,9.805245346869711,nan,nan
7564587,2.0,3,242,2,1,197,56,13.744186046511627,0.28426395939086296,0.0,1.0,6.589847715736041,nan,nan
7583768,2.0,3,236,2,2,164,67,10.357894736842105,0.40853658536585363,0.016666666666666666,0.8571428571428571,7.642682926829269,nan,nan
7598344,2.0,3,219,1,0,219,51,18.507042253521128,0.2328767123287671,0.0,0.8,9.000456621004567,nan,nan
7613495,2.0,3,612,1,0,612,144,18.927835051546392,0.23529411764705882,0.007142857142857143,1.0,8.143627450980391,nan,nan
7613518,2.0,3,285,2,2,214,56,18.08450704225352,0.2616822429906542,0.2222222222222222,1.0,9.388317757009345,nan,nan
