time,latitude,longitude,osm_way_id,matched_latitude,matched_longitude,matched_distance,matched_type
2023-10-08 18:30:28,37.78208345936409,-122.41870483151624,686250339,37.782208,-122.41873,14.042676,True
2023-10-08 18:30:29,37.782079883575285,-122.41871296988296,686250339,37.782207,-122.418739,14.317762,False
2023-10-08 18:30:30,37.78207303032188,-122.4187382372483,686250339,37.782204,-122.418765,14.708267,False
2023-10-08 18:30:31,37.78206377967151,-122.41877651921888,686250339,37.782199,-122.418804,15.17634,False
2023-10-08 18:30:32,37.78205094687367,-122.4188359851278,686250339,37.782191,-122.418865,15.735742,True
2023-10-08 18:30:33,37.78203773064221,-122.41890049307032,686250339,37.782183,-122.418929,16.289072,False
2023-10-08 18:30:34,37.78202359280437,-122.41897631783972,686250338,37.782174,-122.419005,16.817892,True
2023-10-08 18:30:35,37.78200839286327,-122.4190667697961,686250338,37.782161,-122.419098,17.199992,False
2023-10-08 18:30:36,37.781997071001456,-122.41914631753734,686250338,37.782151,-122.419178,17.313954,True
2023-10-08 18:30:37,37.78198676229964,-122.4192253937116,686250338,37.782141,-122.419257,17.324008,False
2023-10-08 18:30:38,37.78197666643412,-122.41930472326432,686250338,37.782131,-122.419336,17.307266,True
2023-10-08 18:30:39,37.78196744238074,-122.41938963242411,686250338,37.78212,-122.419421,17.119361,False
2023-10-08 18:30:40,37.78195870232529,-122.41948129199658,686250338,37.782108,-122.419512,16.789061,True
2023-10-08 18:30:41,37.78195310519474,-122.41957225269849,686250338,37.782097,-122.419601,16.125544,False
2023-10-08 18:30:42,37.78194864619612,-122.41968014827285,686250338,37.782083,-122.419707,15.100555,True
2023-10-08 18:30:43,37.78194147946735,-122.41980300373388,686250338,37.782067,-122.419828,14.16149,True
2023-10-08 18:30:44,37.78193721818957,-122.41990557291282,686250338,37.782054,-122.419929,13.189546,False
2023-10-08 18:30:45,37.78193077591524,-122.4200318068851,686250338,37.782039,-122.420054,12.124083,True
2023-10-08 18:30:46,37.78192916357662,-122.4201348942094,686250338,37.782026,-122.420154,10.855783,False
2023-10-08 18:30:47,37.78192865183859,-122.42023808919828,686250338,37.782013,-122.420255,9.465859,True
2023-10-08 18:30:48,37.78192577239973,-122.42036069193398,686250338,37.781997,-122.420375,8.062433,True
2023-10-08 18:30:49,37.78192343549029,-122.42047975088433,686250338,37.781981,-122.420494,6.56332,True
2023-10-08 18:30:50,37.78191803129548,-122.42058045876108,502795944,37.781969,-122.420588,5.684573,False
2023-10-08 18:30:51,37.78191270227582,-122.42067749545686,502795944,37.781957,-122.420689,5.108337,True
2023-10-08 18:30:52,37.78190782748717,-122.42075975890576,225806049,37.781948,-122.420768,4.578571,False
2023-10-08 18:30:53,37.78190271620584,-122.42085353751044,225806049,37.781935,-122.42086,3.723129,True
2023-10-08 18:30:54,37.78189723347559,-122.42095992991224,225806049,37.781922,-122.420965,2.869512,False
2023-10-08 18:30:55,37.78189284441606,-122.42104730572365,225806049,37.781912,-122.421051,2.156055,True
2023-10-08 18:30:56,37.78188710758917,-122.42114253722848,225806049,37.7819,-122.421145,1.47083,False
2023-10-08 18:30:57,37.78188274193097,-122.42121762969772,225806049,37.78189,-122.421219,0.909952,True
2023-10-08 18:30:58,37.78187829609361,-122.42128071807288,225806049,37.781882,-122.421281,0.523681,False
2023-10-08 18:30:59,37.7818767394574,-122.42132073512748,225806049,37.781877,-122.42132,0.140739,False
2023-10-08 18:31:00,37.78187750527024,-122.42133659216304,225806049,37.781876,-122.421336,0.161955,True
2023-10-08 18:31:01,37.78187902945852,-122.42133483825204,225806049,37.781876,-122.421336,0.352381,False
2023-10-08 18:31:02,37.78187943687461,-122.42133834396184,225806049,37.781875,-122.421337,0.397044,False
2023-10-08 18:31:03,37.78187962714932,-122.42133945355314,225806049,37.781875,-122.421338,0.433148,False
2023-10-08 18:31:04,37.78187970540146,-122.42134009438998,225806049,37.781875,-122.421339,0.450546,False
